,connector_id,presynaptic_to,postsynaptic_to,presynaptic_to_node,postsynaptic_to_node
0,1706379,6439661,"[1706395, 1706409, 5997121, 3180525, 4833168, 5132886, 5174229, 10247731]",6745177,"[1706399, 1706413, 1706406, 1706378, 4836445, 5174217, 5174233, 1706385]"
1,2714889,16312897,"[2695223, 2714899, 2714906, 2714914, 2714965, 5132886, 3282869, 7675760, 6321869]",2714895,"[2714842, 2714903, 2714911, 2714918, 2714969, 2714952, 3544875, 2714937, 2714927]"
2,2891477,2891695,"[2891493, 2891507, 5185711, 5132886, 3091943, 4995321, 4998922]",2891387,"[2891497, 2891511, 2891504, 2891483, 2891490, 4998915, 4998926]"
3,3092605,3091943,"[4868173, 5132886, 5231557, 4971716, 17429419]",3092604,"[3092618, 3092625, 3092636, 3092644, 3092611]"
4,3092735,3091943,"[5132886, 4060628, 4868173]",3092730,"[3092757, 3092741, 3092764]"
5,3140966,3279737,"[3104252, 5132886, 4022794, 5369632]",3140992,"[3140909, 3141002, 3141030, 3141015]"
6,3142228,3104252,"[3142244, 5238494, 5132886, 3176470, 5336476, 4060628]",3142222,"[3142248, 3142268, 3142241, 3142234, 5342068, 7232758]"
7,3176704,9354613,"[5343532, 3176722, 3176736, 3176743, 4060628, 4394777, 5231557, 15561511, 5132886]",3176698,"[3176712, 3176726, 3176740, 3176747, 3176719, 3176761, 3176733, 3176754, 5171749]"
8,3208694,7551677,"[4163658, 8510253, 4555763, 5132886, 5177915, 4060628]",3208700,"[3208734, 3208726, 3208745, 3208717, 3208707, 3208755]"
9,3265738,3091943,"[8510253, 5132886, 17429419]",3209304,"[3265744, 3265751, 3265758]"
10,3287760,3176470,"[3287769, 3287790, 5132886, 6439425, 17429419]",3287515,"[3287773, 3287794, 3287766, 3287780, 3287787]"
11,3483342,3091943,"[5268862, 5132886]",3483341,"[3483348, 5172584]"
12,3722210,3720037,"[3722212, 3722219, 3722240, 3722248, 3722256, 16015070, 5132886, 5198939]",3722209,"[3722216, 3722223, 3722244, 3722252, 3722260, 3722237, 3722230, 6799902]"
13,4061964,9354613,"[4061966, 4062001, 4062017, 4715865, 5238494, 5881999, 6057507, 5199763, 5238494, 5238494, 5132886, 3803481, 5199763]",4061963,"[4061970, 4062005, 4062021, 4061977, 4061984, 4062094, 4062101, 4061991, 5004659, 4062012, 5173901, 6143856, 6181004]"
14,4152314,17429419,"[3957604, 4060628, 4871599, 13060794, 5132886, 5231557]",4152320,"[4152347, 4152292, 4152356, 4152364, 4152334, 5177809]"
15,4185888,7184082,"[6299908, 4185938, 6439425, 5132886, 5343578, 3180525, 6439425, 20251926]",4185894,"[4185961, 4185944, 4185951, 4185915, 4185882, 4185974, 4185926, 4185908]"
16,4316188,7758560,"[3043553, 4302562, 4316200, 4316207, 4316214, 4316221, 5132886, 20121611, 20121616]",4316194,"[4316233, 4316186, 4316204, 4316211, 4316218, 4316225, 5173134, 25353034, 25353035]"
17,4338654,375628,"[11024782, 4338665, 4338682, 4338689, 5132886, 5881999, 10929871]",4338660,"[4338702, 4338669, 4338686, 4338693, 4338677, 4338642, 15741203]"
18,4352196,17429419,"[15561511, 4352212, 5132886, 3282869, 6439425]",4352202,"[4352230, 4352216, 4352209, 4352223, 4352192]"
19,4370817,16330265,"[4370826, 3241605, 5132886, 5173971, 5173979, 5173987, 5173995, 4321712]",4370823,"[4370830, 4370837, 5173934, 5173976, 5173983, 5173991, 5173999, 4370807]"
20,4557752,17429419,"[4555763, 8510253, 5132886, 4096366]",4557758,"[4557745, 4557776, 4557767, 4557788]"
21,4743922,7184082,"[4744045, 4743938, 4743945, 4975387, 5185729, 5132886, 7101812]",4743919,"[4743963, 4743942, 4743949, 4743970, 4743956, 4743935, 4743928]"
22,4868300,4839570,"[4868302, 4868314, 4868335, 4868344, 5206247, 5132886]",4868279,"[4868306, 4868318, 4868339, 4868348, 4868325, 4868332]"
23,4971621,17429419,"[5132886, 5198939, 4971716, 4972344, 9580065, 3957604]",4971587,"[4971675, 4971652, 4971643, 4971665, 4971634, 4971627]"
24,4971714,17429419,"[4971716, 4971723, 4971737, 5132886, 4972344, 15561511]",4971707,"[4971720, 4971727, 4971741, 4971734, 4971779, 4971770]"
25,4972937,4538613,"[4972953, 4972960, 5132886, 5881999]",4972943,"[4972957, 4972964, 4972950, 4972934]"
26,5171753,5132886,"[5171769, 4831495, 4871599]",5171743,"[5171773, 5171766, 5171759]"
27,5171794,5132886,"[5171796, 5171803, 5171810, 5171817]",5171784,"[5171800, 5171807, 5171814, 5171821]"
28,5172021,5132886,"[5172023, 5172037, 5172044, 5172051, 5172058, 5172065, 5172072, 5172079, 6207232]",5172018,"[5172027, 5172041, 5172048, 5172055, 5172062, 5172069, 5172076, 5172083, 5172034]"
29,5172099,5132886,"[20744231, 20744231, 5172108, 5172115, 5172122, 5172129, 5172136, 5172143, 5172150, 6135736, 6135743, 6207232]",5172095,"[62175325, 5172105, 5172112, 5172119, 5172126, 5172133, 5172140, 5172147, 5172154, 6135740, 6135747, 9854203]"
30,5172439,5001606,"[5132886, 5172442, 5172463, 5997121, 5221836, 11057449]",4301811,"[5172436, 5172446, 5172467, 5172460, 5203674, 5172453]"
31,5172560,5132886,"[4096366, 5172562, 5172569]",5172555,"[5172580, 5172566, 5172573]"
