,connector_id,presynaptic_to,postsynaptic_to,presynaptic_to_node,postsynaptic_to_node
0,2685920,15233041,"[16713121, 2685936, 5057361, 15199830, 19242617, 14829351]",2680824,"[2685952, 2685940, 2685973, 15468211, 2685986, 2685932]"
1,2734452,14046294,"[2734463, 15199830, 10015769, 16232738, 16232743, 2734463]",2733531,"[2734467, 2734458, 16617646, 17948194, 17948197, 17948199]"
2,2754287,6195521,"[4541202, 2637812, 15199830, 14783738, 14783744, 12874044]",2754293,"[2754307, 2738596, 2754300, 14783741, 14783747, 12136112]"
3,2807331,15199830,"[2807361, 2807368, 2807368, 15536019, 6299908, 17210906]",2807337,"[2807365, 2807372, 2807358, 2807351, 2807344, 2807311]"
4,6195746,6195521,"[6195773, 5087783, 15199830]",6195721,"[6195777, 6195769, 6195761]"
5,6195783,6195521,"[6195792, 5087783, 5087783, 15199830]",6195719,"[6195796, 6195789, 6195803, 15233057]"
6,6196308,6195521,"[15199830, 15199830, 14783374, 15880910, 5087783]",6196301,"[6196314, 15199869, 14783377, 6196329, 6196322]"
7,6197361,6195521,"[4541202, 6197381, 6197388, 15199830, 16779675, 14046472]",6197344,"[6197367, 6197385, 6197392, 6197374, 19555420, 11966129]"
8,7538717,6280151,"[7538719, 11064947, 15351228, 14962827, 14962833, 14962839, 15199830]",7512222,"[7538723, 7538730, 7538737, 14962830, 14962836, 14962842, 15468401]"
9,10095538,15199830,"[20272041, 10095561, 4725907, 14046279, 20583789, 6578062]",10095584,"[10095578, 10095564, 10095570, 10095528, 18487154, 10095549]"
10,10095942,15199830,"[10095944, 10095950, 14046279, 10095950, 10929871]",10095959,"[10095947, 10095953, 10095827, 24979705, 24979706]"
11,10201776,14523353,"[14268359, 14046472, 10201786, 20267672, 15199830]",10201807,"[10199929, 10201801, 10201789, 10201781, 15468726]"
12,12295631,12295635,"[20252716, 8196192, 16787213, 12295642, 15211767, 4725907, 15199830]",12295638,"[12295607, 12295396, 12295653, 12295645, 15211770, 13867684, 15468619]"
13,12330867,15199830,"[11186471, 10929871, 16015795, 4725907, 4352825]",10095584,"[12330851, 12330879, 12330885, 12330895, 18241440]"
14,12331140,15199830,"[11186471, 10929871, 10929871]",12331165,"[12330985, 12331181, 12331171]"
15,12342626,15199830,"[4725907, 11186471, 12342642, 12342654, 6578062, 10015769]",12342633,"[61410883, 12342570, 12342645, 12342657, 12342639, 12342651]"
16,12952325,11928389,"[11988252, 11208232, 12952338, 15199830, 16115121, 14046294]",12952330,"[12952323, 11272360, 12952341, 15469065, 17597680, 17936972]"
17,13018997,15199830,"[4725907, 16009807, 12990250, 12990250, 13019007, 11186471, 9350400, 19899315, 19871708, 10015769, 15897772]",13019002,"[61408233, 17047204, 13019016, 13018990, 13019010, 13019022, 13019040, 14544723, 24979703, 16617543, 17047248]"
18,13626963,8234536,"[13626965, 13626971, 13626977, 15199830]",13470583,"[13626968, 13626974, 13626980, 13626986]"
19,13627939,8234536,"[13627953, 13627959, 13627971, 15199830, 15214892, 15214892, 12990250, 16107634]",13627938,"[13627956, 13627962, 13627974, 13627950, 13627968, 13627944, 13016613, 17576945]"
20,13628040,8234536,"[15199830, 13628055, 13628061, 14046294, 15214892]",13627920,"[13628046, 13628058, 13628064, 2708519, 13628052]"
21,14464596,16233306,"[14464598, 14464604, 14464610, 14464616, 14464622, 15199830]",14464590,"[14464601, 14464607, 14464613, 14464619, 14464625, 14838954]"
22,14490814,14493979,"[8371225, 14490822, 2807361, 15468704, 15199830, 14046279]",14490812,"[14490819, 14490825, 14490838, 15468707, 15468700, 14490831]"
23,14544651,15199830,"[12990250, 10929871, 6578062, 12342654]",14544649,"[14544616, 14544657, 24979692, 25205438]"
24,14573398,14573136,"[14573400, 4037028, 15199830, 17393675, 17393680, 17393686, 14500560, 14500560]",14573397,"[14573403, 14573409, 14573415, 21422989, 21422990, 21422991, 21400748, 21400740]"
25,14783380,6195521,"[15199830, 12874044]",6195612,"[14783385, 12136083]"
26,14784703,6195521,"[14784706, 14046294, 16779646, 8095561, 15199830]",6197876,"[14784709, 2702256, 19555385, 12415787, 17555989]"
27,14784777,6195521,"[14046294, 16756680, 15199830, 8649329, 14784803, 14046294]",14784776,"[14784782, 14784788, 14784794, 14784800, 14784806, 2702189]"
28,14785485,14573136,"[8649329, 12998937, 15199830]",14573135,"[14785490, 14785482, 24979735]"
29,14964417,6280151,"[14964419, 15351228, 15199830]",7537676,"[14964422, 14964428, 15233156]"
30,14965148,12140587,"[14965150, 14965162, 14965168, 14965173, 14965179, 14965185, 15214898, 15199830, 10929871, 2734805]",14965147,"[14965153, 14965165, 14965171, 14965176, 14965182, 14965188, 14965159, 15468914, 14965113, 14965119]"
31,15199709,8234536,"[15199711, 15199717, 15199723, 15199729, 15199830]",13626960,"[15199714, 15199720, 15199726, 15199732, 14839192]"
32,15199761,15199830,"[10929871, 10015769, 16014849, 16015795, 4725907, 16014849, 11186471, 15214898, 4725907, 15883343, 12342642, 15214898]",15199760,"[15199790, 15199766, 15199814, 15199795, 15199778, 15199802, 15199808, 15199784, 15215191, 17571971, 14963579, 15215171]"
33,15199882,15199884,"[15199830, 15199890]",15199887,"[15199881, 15199893]"
34,15211720,12295635,"[20252708, 15211735, 15211741, 15199830, 15556857]",14502341,"[15211732, 15211738, 15211744, 15211726, 15211761]"
35,15214634,15883343,"[4725907, 15214648, 14938436, 12990250, 15199830, 6578062]",15214639,"[15214633, 15214651, 15214657, 15214645, 15238127, 24991334]"
36,15214882,15199830,"[10929871, 4725907, 15214892, 15214898, 10015769, 10015769]",15214889,"[15214907, 15214881, 15214895, 15214901, 12893046, 16510260]"
37,15232794,15232796,[15199830],15232799,[15232784]
38,15232900,15232902,[15199830],15232905,[14838970]
39,15232946,14890936,[15199830],12927294,[15232945]
40,15232956,4113533,[15199830],6412509,[15232955]
41,15233000,12874044,"[15199830, 13057994, 4542822]",12136117,"[15232999, 18104874, 23527219]"
42,15233039,15233041,[15199830],15233044,[15233033]
43,15233118,15233041,[15199830],15233094,[15233117]
44,15233134,15199830,"[15233129, 15233143, 8371225, 15468369, 15468375, 15233129, 10929871, 8371225]",15199743,"[15233132, 15233146, 15233140, 15468372, 15468378, 15468354, 15468366, 15468360]"
45,15233163,15199830,"[15233166, 15233172, 11186471, 16014849, 19871605]",15199743,"[15233169, 15233175, 15233161, 24884520, 24979680]"
46,15233216,15199830,"[15233219, 4352825, 17011550, 10929871]",15199826,"[15233222, 15233228, 15469026, 18487233]"
47,15233344,15199830,[15233339],15233271,[15233342]
48,15233367,19871730,[15199830],24979707,[15233366]
49,15238323,15199830,"[10015769, 15233041, 15468539, 6577710]",15238298,"[15238315, 15238332, 15468542, 15468536]"
50,15238624,15199830,"[6578062, 4725907, 12342642]",15238067,"[15238621, 15238629, 24979693]"
51,15468193,15233041,"[15199830, 15468202, 15199830]",15468192,"[15233085, 15468205, 14839119]"
52,15468328,15233041,"[15468330, 15468336, 15468342, 15199830]",15468327,"[15468333, 15468339, 15468345, 15233038]"
53,15468381,15199830,"[15468389, 17011550]",15233238,"[15468392, 15468386]"
54,15468395,16418094,"[15199830, 16010700, 4555763, 16010706]",5256470,"[15233290, 17261060, 7124298, 17261061]"
55,15468409,15199830,"[15468411, 15468441, 10095561, 6578062, 11064947, 14046279]",15233272,"[15468414, 15468444, 15468432, 15468420, 15468438, 10095610]"
56,15468481,15199830,"[15701162, 15468489, 16015795]",15238379,"[15468486, 15468492, 15468498]"
57,15468501,15199830,"[15468527, 15871449, 15701162, 16709091, 19899315, 15871449]",15238348,"[15468530, 15468518, 15468524, 15468512, 15468506, 17003211]"
58,15468551,15199830,"[10929871, 14046279, 15233041, 6578062, 10015769]",15468548,"[10930479, 15468556, 15468562, 24979690, 24979689]"
59,15468658,15199830,"[16709091, 19899315, 14938436, 13773101, 10929871]",15238252,"[15468669, 15468675, 15468663, 15468687, 18488080]"
60,15468727,12295635,"[15468729, 15199830]",10200304,"[15468732, 15468721]"
61,15468747,15199830,"[19899315, 2807368, 20372111]",15238169,"[15468758, 15468764, 15468752]"
62,15468772,15199830,"[14046279, 15214892, 15233041, 6578062]",14544649,"[15468771, 15468777, 15238535, 24979691]"
63,15468901,15199830,"[11186471, 15468904, 16009807]",15238067,"[12342735, 15468907, 17047244]"
