,Name,Skid,Cable_Length,Soma_Node_id,Postsynaptic Sites,Presynaptic Sites,Percent Reviewed
0,Jaam-4 [A12 (not A03?)]_a1r,18120415,143.35737526412012,8738899,37,18,66
