,connector_id,presynaptic_to,postsynaptic_to,presynaptic_to_node,postsynaptic_to_node
0,5157653,12705004,"[19142579, 19142574, 16433395, 4991402]",5157659,"[24012387, 24012386, 24012385, 5157652]"
1,5426161,12705004,"[19281349, 19281344, 4978454, 13863230]",13863227,"[24206366, 24206365, 5426159, 13863233]"
2,5426172,12705004,"[5426174, 5426181, 5426188, 12121428, 4070949, 4991402]",12121419,"[5426178, 5426185, 5426192, 12121431, 12121415, 12121437]"
3,6467036,4070588,"[5899328, 19139253, 12705004, 16326693, 7992966]",6467026,"[6467063, 6467049, 6467070, 6467042, 6467106]"
4,7269690,4038808,"[5236962, 5236962, 4210173, 4210173, 8769405, 8769405, 16066985, 13881810, 12820085, 12705004]",7269683,"[7269724, 13405028, 13405019, 19648441, 13405033, 7269717, 19648421, 13405014, 7269731, 19648419]"
5,7742340,12820178,"[16690920, 10058316, 12705004, 7742349, 8026224, 11323467]",7742346,"[6457930, 7742338, 12734839, 7742353, 19761892, 19023918]"
6,10089133,4730042,"[12705004, 19353942, 10089135, 15504369]",10089144,"[24324569, 24324568, 10089138, 10089132]"
7,10466438,10219170,[12705004],10466416,[10466443]
8,10578603,12705004,"[10578607, 10649843]",10578617,"[10578610, 10578601]"
9,10578811,12705004,"[10578820, 10649843, 16844675, 10648905]",10578830,"[10578823, 10578809, 19793001, 10648908]"
10,10578872,12705004,"[14088149, 10649843, 10578874, 13863128]",10578889,"[10578883, 24203328, 10578877, 13863131]"
11,10580300,12705004,"[14088149, 12820178, 10580302, 10580309, 10649843]",10580326,"[10580318, 18594809, 10580305, 10580312, 10580292]"
12,10646220,4991402,"[12705004, 10646231, 15610424, 10649843]",5158618,"[24206380, 10646234, 15904641, 19792983]"
13,10646425,12705004,"[14047130, 10646427, 10646433, 10649843, 3972558, 14047554, 14047554]",10646442,"[3972555, 10646430, 10646436, 3972547, 3972562, 10646391, 10646424]"
14,10646777,12705004,"[10646779, 10649843]",10646788,"[10646782, 10578913]"
15,10648877,4991402,"[12705004, 10648867, 10649843, 15611446, 16844693, 16844698]",10648883,"[13863137, 10648870, 10578806, 15907575, 19793006, 19793007]"
16,10649079,12705004,"[14088149, 14047130, 10649843, 10649843]",10649090,"[23973850, 10649084, 5150577, 5150533]"
17,11375104,17071666,"[11375112, 12705004, 6467481]",6472550,"[11375115, 11375109, 4928101]"
18,12705002,12705004,"[4028114, 12705010, 12705022, 12705029, 4936603]",12705007,"[4468866, 12705013, 12705025, 12705032, 12705019]"
19,12705064,12705004,"[4028114, 12705073, 4936603, 4936603]",12705069,"[4981927, 12705076, 12705089, 18094171]"
20,12734657,12705004,"[10058316, 14199031, 12734664, 12734684]",12734645,"[5864161, 12734677, 12734667, 12734687]"
21,12734754,12820178,"[15352877, 16712556, 12705004]",12734761,"[12734767, 12734773, 12734750]"
22,12734812,12705004,"[15352877, 12734831]",12734804,"[12734817, 12734834]"
23,12734892,12705004,"[12734895, 12734920, 14085813, 10649843, 10649843, 16845023, 16845028, 16845033, 16845038, 16845043]",12734855,"[12734898, 12734923, 12734908, 12734914, 19793356, 19793368, 19793369, 19793370, 19793371, 19793372]"
24,12735213,12705004,"[12735221, 12735227, 4936603]",12735212,"[12735224, 12735230, 12735218]"
25,13288183,13121967,"[7855607, 13288197, 13288202, 12705004]",13288182,"[13288194, 13288200, 13288205, 13288188]"
26,13454297,7228304,"[10058316, 12705004, 6467481]",13454302,"[13454282, 12735167, 4926890]"
27,13863146,12705004,"[4753449, 13863148, 13863158, 13863164, 10649843]",13863140,"[18986187, 13863151, 13863161, 13863167, 13012052]"
28,13863205,12705004,"[19281359, 19281354, 13863207, 13863213, 13863219]",13863202,"[24206368, 24206367, 13863210, 13863216, 13863222]"
29,13920389,12468812,"[12705004, 13920397, 15603891, 14866842]",1098326,"[13920406, 13920400, 13920394, 13920412]"
30,14165826,12705004,"[14165828, 16280782, 14165835]",14165844,"[14165831, 14165719, 14165838]"
31,14165850,12705004,"[14165852, 16280782, 4936603]",14165861,"[14165855, 14165849, 18093765]"
32,15909916,12705004,"[19281393, 19281388, 19281383, 19281378, 4991402, 15611888, 15611893, 15611898, 10649843]",13863110,"[24206379, 24206378, 24206377, 24206376, 15909912, 15909919, 15909920, 15909921, 15909917]"
33,15910141,12705004,"[14088149, 4991402, 4978454, 15612018, 4991402, 4006265]",13863110,"[25284276, 23973917, 5426253, 15910142, 15910132, 4006593]"
34,16639600,13121967,[12705004],15269586,[16639601]
35,17933381,17872154,"[20063584, 12705004, 4984200, 17345749]",17933377,"[17933388, 17933383, 17933382, 21331445]"
36,17941542,12820178,"[20146930, 12705004, 10058316, 16433395, 17851203]",14866984,"[22117392, 12734944, 17941544, 17941543, 22117391]"
37,17952129,10891544,"[12705004, 14199031, 13883598]",10904366,"[21749234, 19045565, 13883790]"
38,18093907,12705004,"[4936603, 16280694, 16280699, 16280705, 16805366]",12734561,"[18093877, 18093908, 18093909, 18093911, 18733870]"
39,18594528,12820178,"[15352877, 16797554, 12705004, 8026224]",14866958,"[18594530, 18594529, 12734792, 19761861]"
40,18659969,12820178,[12705004],14866978,[18659970]
41,18660022,12705004,[12820178],18659970,[14866978]
42,18933093,12705004,"[10649843, 14085813, 16613394, 16613399, 16613409, 16613414, 16613419]",18933094,"[18933097, 18933089, 18933095, 18933096, 18933098, 18933099, 18933100]"
43,18933107,12705004,"[4753449, 19259565, 14088149, 14085813, 16613431, 16613436, 10649843]",18933108,"[19792675, 19792676, 18933112, 14085888, 18933109, 18933110, 18933111]"
44,18986161,12705004,"[4753449, 19281364, 16641905, 16641910, 16641915]",13863176,"[8741469, 24206369, 18986162, 18986163, 18986164]"
45,19045572,12147878,"[14199031, 12705004, 16668047]",16898784,"[18985017, 19045573, 19045574]"
46,19792945,12705004,"[19142586, 14047130, 10649843, 16844607]",19792947,"[24012391, 23903112, 19792922, 19792946]"
47,19792948,12705004,"[14047554, 14047130, 10649843, 15612139]",18220662,"[19792949, 23903108, 19792916, 15910695]"
48,19792986,12705004,"[14047130, 14085813, 10649843, 16844653, 16844658]",19743575,"[23973832, 23973857, 19792983, 19792987, 19792988]"
49,19793344,12705004,"[10649843, 16845000]",15158959,"[19793341, 19793343]"
50,19793345,12705004,"[4991402, 4753449, 16845009, 16845014, 10649843, 10649843]",12735089,"[25274410, 19793460, 19793346, 19793347, 5150571, 10646258]"
51,23106253,4789092,"[14199031, 12705004, 12705004, 18485681, 18485676, 18485671]",16172914,"[18985029, 24206390, 21749232, 23106256, 23106255, 23106254]"
52,23519804,11207264,"[12705004, 18744757]",21911997,"[23519806, 23519805]"
53,23954910,12705004,"[15352877, 19111776, 14088149]",12734843,"[23954911, 23954912, 18430393]"
54,23973884,4991402,"[14085813, 10649843, 15612186, 12705004]",5158694,"[15911078, 15911077, 15911075, 19743593]"
55,24012395,12705004,"[14047554, 15612111, 14047130, 19142607]",24012394,"[24012398, 24012397, 24012396, 24012399]"
56,24059792,12705004,"[14047130, 14088149, 10649843]",5158431,"[24059787, 14088215, 3972569]"
57,24206371,13788619,"[1780686, 12705004]",24206372,"[1784880, 24206370]"
58,24206397,7019050,"[8769405, 19281427, 19281422, 12705004]",10422648,"[22710807, 24206399, 24206398, 20681792]"
59,24298860,7019050,"[6811349, 12705004, 19328316]",10422660,"[21337413, 20681784, 24298861]"
60,24978761,10089252,"[4715415, 12705004]",10328040,"[3464905, 12735642]"
61,24998443,12820178,"[14088149, 12705004, 14087339]",18594809,"[24998444, 12734942, 10643165]"
