,treenode_id,parent_id,creator_id,x,y,z,radius,confidence,type
0,25395791,25395784,11,77337,74165,121600,-1,5,slab
1,25395790,25395791,11,77291,74142,121650,-1,5,slab
2,5577868,25395790,27,77299,74149,121700,-1,5,end
3,25029745,6510877,22,77121,74168,121250,-1,5,slab
4,25395779,5577861,11,77561,74267,121750,-1,5,slab
5,25395780,25395779,11,77568,74307,121800,-1,5,slab
6,25395781,25395780,11,77625,74332,121850,-1,5,end
7,25395789,25029745,11,77190,74189,121300,-1,5,slab
8,25395788,25395789,11,77213,74221,121350,-1,5,slab
9,25395787,25395788,11,77224,74170,121400,-1,5,slab
10,25395786,25395787,11,77255,74231,121450,-1,5,slab
11,6510871,25395786,27,77360,74244,121500,-1,5,slab
12,25395785,6510871,11,77337,74229,121550,-1,5,slab
13,25395784,25395785,11,77401,74180,121600,-1,5,branch
14,25395783,25395784,11,77418,74178,121650,-1,5,slab
15,25395782,25395783,11,77439,74187,121700,-1,5,slab
16,5577861,25395782,27,77470,74217,121750,-1,5,slab
17,25386540,25386590,22,78264,77721,120950,-1,5,slab
18,25386590,25386539,22,78300,77743,121050,-1,5,slab
19,25386588,25386587,22,67092,69760,121000,-1,5,end
20,25386587,25386586,22,67064,69796,121100,-1,5,slab
21,25386586,25386585,22,67102,69819,121150,-1,5,slab
22,25386585,25386584,22,67083,69804,121200,-1,5,slab
23,25386584,25386583,22,67102,69872,121250,-1,5,slab
24,25386583,25386582,22,67106,69800,121300,-1,5,slab
25,25386582,25386581,22,67028,69775,121350,-1,5,slab
26,25386581,13510674,22,67030,69770,121450,-1,5,slab
27,13510674,25386580,12,67149,70026,121750,-1,5,slab
28,25386580,13510682,22,67197,70055,121800,-1,5,slab
29,13510682,25386579,12,67191,70075,121850,-1,5,slab
30,25386579,25386379,22,67220,70091,121900,-1,5,slab
31,25386578,25386577,22,67660,71894,122150,-1,5,end
32,25386577,25386576,22,67700,71881,122200,-1,5,slab
33,25386576,25386575,22,67727,71888,122250,-1,5,slab
34,25386575,25386574,22,67824,71947,122300,-1,5,slab
35,25386574,25386573,22,67964,71905,122350,-1,5,slab
36,25386573,25386572,22,68035,71892,122400,-1,5,slab
37,25386572,25386571,22,68109,71913,122450,-1,5,slab
38,25386571,25386380,22,68183,71957,122500,-1,5,slab
39,25386570,25386569,22,77535,75130,122000,-1,5,end
40,25386569,5578615,22,77506,75188,121950,-1,5,slab
41,5578615,25386568,27,77550,75308,121900,-1,5,slab
42,25386568,25386567,22,77542,75244,121850,-1,5,slab
43,25386567,25386559,22,77544,75234,121800,-1,5,slab
44,25386566,25386565,22,77307,74480,122300,-1,5,end
45,25386565,25386564,22,77343,74478,122150,-1,5,slab
46,25386564,25386563,22,77365,74478,122000,-1,5,slab
47,25386563,25386562,22,77386,74503,121950,-1,5,slab
48,25386562,25386561,22,77453,74626,121900,-1,5,slab
49,25386561,25386560,22,77502,74626,121850,-1,5,slab
50,25386560,25386557,22,77508,74689,121800,-1,5,slab
51,25386559,25386558,22,77565,75175,121750,-1,5,slab
52,25386558,25386557,22,77470,74974,121750,-1,5,slab
53,25386557,25386556,22,77487,74740,121750,-1,5,branch
54,25386556,25386555,22,77466,74719,121700,-1,5,slab
55,25386555,25386368,22,77483,74687,121650,-1,5,slab
56,25386554,25386553,22,77930,76305,121950,-1,5,end
57,25386553,25386552,22,77970,76314,121900,-1,5,slab
58,25386552,25386551,22,78002,76285,121850,-1,5,slab
59,25386551,25386370,22,78144,76116,121800,-1,5,slab
60,25386550,25386549,22,78127,76961,119500,-1,5,end
61,25386549,25386548,22,78103,76948,119550,-1,5,slab
62,25386548,25386547,22,78063,76954,119600,-1,5,slab
63,25386547,25386546,22,78057,76944,119650,-1,5,slab
64,25386546,25386545,22,78051,77155,119800,-1,5,slab
65,25386545,25386544,22,78099,77298,120000,-1,5,slab
66,25386544,25386543,22,78120,77417,120200,-1,5,slab
67,25386543,25386542,22,78198,77613,120400,-1,5,slab
68,25386542,25386541,22,78184,77774,120600,-1,5,slab
69,25386541,25386540,22,78323,77780,120800,-1,5,slab
70,25386539,25386538,22,78372,77787,121250,-1,5,slab
71,25386538,25386537,22,78523,77884,121500,-1,5,slab
72,25386537,25386536,22,78606,77922,121550,-1,5,slab
73,25386536,25386535,22,78380,77612,121600,-1,5,slab
74,25386535,25386534,22,78580,77953,121650,-1,5,slab
75,25386534,25386533,22,78589,77989,121700,-1,5,slab
76,25386533,25386532,22,78640,77998,121750,-1,5,slab
77,25386532,25386531,22,78899,78097,121950,-1,5,slab
78,25386531,25386372,22,78920,78163,122000,-1,5,slab
79,25386530,25386529,22,78722,78622,122900,-1,5,end
80,25386529,25386419,22,78722,78667,122950,-1,5,slab
81,25386528,25386525,22,79148,77147,123100,-1,5,end
82,25386527,25386526,22,79469,77604,123150,-1,5,end
83,25386526,25386524,22,79476,77616,123200,-1,5,slab
84,25386525,25386524,22,79150,77133,123250,-1,5,slab
85,25386524,25386523,22,79372,77382,123250,-1,5,branch
86,25386523,25386522,22,79442,77414,123300,-1,5,slab
87,25386522,25386374,22,79531,77728,123350,-1,5,slab
88,25386521,25386520,22,77147,82222,126950,-1,5,end
89,25386520,25386390,22,77157,82213,127000,-1,5,slab
90,25386519,25386518,22,78351,79602,126650,-1,5,end
91,25386518,25386517,22,78380,79630,126550,-1,5,slab
92,25386517,25386415,22,78345,79558,126450,-1,5,slab
93,25386516,25386515,22,77821,78574,126750,-1,5,end
94,25386515,25386514,22,77832,78642,126700,-1,5,slab
95,25386514,25386513,22,77823,78488,126650,-1,5,slab
96,25386513,25386512,22,77798,78482,126600,-1,5,slab
97,25386512,25386511,22,77887,78678,126550,-1,5,slab
98,25386511,25386510,22,77984,78878,126500,-1,5,slab
99,25386510,25386509,22,78108,78929,126400,-1,5,slab
100,25386509,25386508,22,78127,78997,126350,-1,5,slab
101,25386508,25386507,22,78155,78988,126300,-1,5,slab
102,25386507,25386417,22,78203,79111,126250,-1,5,slab
103,25386506,25386505,22,78782,80398,125500,-1,5,end
104,25386505,25386396,22,78706,80372,125650,-1,5,slab
105,25386504,25386503,22,76938,78413,126050,-1,5,end
106,25386503,25386502,22,76925,78400,126000,-1,5,slab
107,25386502,25386501,22,76988,78291,125900,-1,5,slab
108,25386501,25386500,22,77134,78289,125800,-1,5,slab
109,25386500,25386499,22,77322,78249,125650,-1,5,slab
110,25386499,6507944,22,77415,78274,125600,-1,5,slab
111,6507944,25386498,27,77523,78337,125550,-1,3,slab
112,25386498,25386497,22,77710,78439,125450,-1,5,slab
113,25386497,25386496,22,77914,78543,125400,-1,5,slab
114,25386496,25386495,22,78140,78632,125350,-1,5,slab
115,25386495,25386494,22,78252,78657,125300,-1,5,slab
116,25386494,25386493,22,78770,78815,125300,-1,5,slab
117,25386493,25386400,22,78723,78771,125250,-1,5,slab
118,25386492,25386491,22,78989,79788,124900,-1,5,end
119,25386491,25386490,22,78999,79820,124850,-1,5,slab
120,25386490,25386406,22,78970,79704,124800,-1,5,slab
121,25386489,25386488,22,79011,80309,124500,-1,5,end
122,25386488,25386376,22,79112,80322,124400,-1,5,slab
123,24294999,25386378,45,78540,78700,124500,-1,5,end
124,25386487,25386486,22,74768,78342,122750,-1,5,end
125,25386486,25386485,22,74747,78314,122700,-1,5,slab
126,25386485,25386407,22,74725,78253,122650,-1,5,slab
127,25386484,25386483,22,76096,83488,123900,-1,5,end
128,25386483,25386482,22,76060,83433,123950,-1,5,slab
129,25386482,25386481,22,76176,83234,124050,-1,5,slab
130,25386481,25386480,22,76266,83027,124200,-1,5,slab
131,25386480,25386479,22,76324,82964,124250,-1,5,slab
132,25386479,25386478,22,76380,83015,124300,-1,5,slab
133,25386478,25386477,22,76457,82872,124400,-1,5,slab
134,25386477,25386462,22,76505,82810,124500,-1,5,slab
135,25386476,25386475,22,76807,83016,125600,-1,5,end
136,25386475,25386474,22,76820,82995,125500,-1,5,slab
137,25386474,10522397,22,76959,83054,125400,-1,5,slab
138,10522397,19230521,12,76972,83052,125350,-1,5,slab
139,19230521,10492541,12,76980,82821,125250,-1,5,slab
140,10492541,25386473,12,77007,82786,125200,-1,5,slab
141,25386473,13517943,22,76989,82712,125150,-1,5,slab
142,13517943,25386472,12,77037,82718,125100,-1,5,slab
143,25386472,25386471,22,76976,82708,125050,-1,5,slab
144,25386471,25386470,22,76902,82664,125000,-1,5,slab
145,25386470,25386469,22,76839,82593,124950,-1,5,slab
146,25386469,25386468,22,76868,82603,124900,-1,5,slab
147,25386468,25386467,22,76817,82677,124850,-1,5,slab
148,25386467,25386466,22,76803,82637,124800,-1,5,slab
149,25386466,25386465,22,76756,82643,124750,-1,5,slab
150,25386465,25386464,22,76708,82663,124700,-1,5,slab
151,25386464,25386463,22,76653,82673,124650,-1,5,slab
152,25386463,25386461,22,76590,82701,124600,-1,5,slab
153,25386462,25386461,22,76526,82793,124550,-1,5,slab
154,25386461,25386460,22,76611,82711,124550,-1,5,branch
155,25386460,25386459,22,76628,82656,124500,-1,5,slab
156,25386459,25386458,22,76722,82585,124350,-1,5,slab
157,25386458,25386457,22,76807,82667,124300,-1,5,slab
158,25386457,25386456,22,76805,82464,124250,-1,4,slab
159,25386456,10142600,22,76742,82401,124200,-1,5,slab
160,25386455,25386454,22,76374,79671,123200,-1,5,end
161,25386454,25386453,22,76387,79726,123250,-1,5,slab
162,25386453,25386452,22,76385,79762,123300,-1,5,slab
163,25386452,25386451,22,76338,79779,123350,-1,5,slab
164,25386451,25386437,22,76271,79754,123400,-1,5,slab
165,25386450,12639717,22,76670,80178,124150,-1,5,end
166,12639717,25386449,12,76642,80164,124100,-1,5,slab
167,25386449,25386448,22,76682,80136,124050,-1,5,slab
168,25386448,12639804,22,76640,80075,124000,-1,5,slab
169,12639804,25386447,12,76676,80073,123950,-1,5,slab
170,25386447,25386446,22,76676,80114,123900,-1,5,slab
171,25386446,25386445,22,76621,80089,123850,-1,3,slab
172,25386445,25386444,22,76520,80140,123800,-1,5,slab
173,25386444,25386443,22,76484,80115,123750,-1,5,slab
174,25386443,25386442,22,76507,80123,123700,-1,5,slab
175,25386442,25386441,22,76457,80085,123650,-1,5,slab
176,25386441,25386440,22,76442,80051,123600,-1,5,slab
177,25386440,25386436,22,76302,80130,123500,-1,5,slab
178,25386439,25386438,22,76545,80358,123300,-1,5,end
179,25386438,25386435,22,76176,80210,123350,-1,5,slab
180,25386437,25386436,22,76395,79931,123450,-1,5,slab
181,25386436,25386435,22,76307,80212,123450,-1,5,branch
182,25386435,25386434,22,76049,80231,123450,-1,5,branch
183,25386434,25386384,22,75756,80330,123450,-1,5,slab
184,25386384,25386383,22,75732,80381,123500,-1,3,slab
185,25386431,25386430,22,73051,79194,123850,-1,5,end
186,25386430,25386429,22,73051,79200,123900,-1,5,slab
187,25386429,25386428,22,73051,79095,123950,-1,5,slab
188,25386428,25386426,22,73058,78998,124000,-1,5,slab
189,25386426,25386425,22,73070,79046,124050,-1,5,slab
190,25386425,25386424,22,73305,79065,124100,-1,5,slab
191,25386424,25386423,22,73397,79085,124150,-1,4,slab
192,25386423,25386422,22,73659,79127,124200,-1,5,slab
193,25386422,25386382,22,73640,79104,124250,-1,5,slab
194,25386421,25386420,22,73112,78206,124450,-1,5,end
195,25386420,25386381,22,73127,78223,124500,-1,5,slab
196,25386419,25386418,22,78751,78673,123000,-1,5,slab
197,25386418,8164477,22,78504,78373,123000,-1,5,slab
198,25386417,25386416,22,78201,79231,126200,-1,5,slab
199,25386416,6510809,22,78451,79561,126200,-1,5,slab
200,25386415,25386414,22,78366,79423,126300,-1,5,slab
201,25386414,6510811,22,78750,79727,126300,-1,5,slab
202,25386407,8164361,22,74681,78221,122600,-1,5,slab
203,25386406,25386405,22,78964,79641,124750,-1,5,slab
204,25386405,6510780,22,79185,79493,124750,-1,5,slab
205,25386400,25386399,22,78736,78765,125200,-1,5,slab
206,25386399,6510789,22,79169,79111,125200,-1,5,slab
207,25386396,25386395,22,78666,80404,125700,-1,5,slab
208,25386395,6510799,22,78765,80085,125700,-1,5,slab
209,25386390,21878220,22,77166,82230,127050,-1,5,slab
210,25386383,8164302,22,75454,80446,123500,-1,5,slab
211,25386382,8164650,22,73613,79064,124300,-1,5,slab
212,25386381,8164677,22,73172,78190,124550,-1,5,slab
213,25386380,8164847,22,68200,72008,122550,-1,5,slab
214,25386379,8164876,22,67252,70085,121950,-1,5,slab
215,25386378,25386377,22,78315,78684,124550,-1,5,slab
216,25386377,6510776,22,78756,78665,124550,-1,5,slab
217,25386376,25386375,22,79106,80339,124350,-1,5,slab
218,25386375,6510772,22,79626,79887,124350,-1,5,slab
219,25386374,25386373,22,79492,77794,123400,-1,5,slab
220,25386373,6510752,22,79545,78444,123400,-1,5,slab
221,25386372,25386371,22,78960,78211,122050,-1,5,slab
222,25386371,6510836,22,79165,77888,122050,-1,5,slab
223,25386370,25386369,22,78139,76091,121750,-1,5,slab
224,25386369,6510842,22,78397,76031,121750,-1,5,slab
225,25386368,25386367,22,77466,74681,121600,-1,5,slab
226,25386367,6510846,22,78006,74932,121600,-1,5,slab
227,24296283,8164487,45,78515,79033,124150,-1,5,end
228,23769913,6510939,11,76738,78438,125550,-1,5,slab
229,23769912,23769913,11,76607,78404,125600,-1,5,slab
230,5441974,23769912,27,76600,78375,125650,-1,5,end
231,4342825,6510847,27,77734,74738,121550,-1,5,slab
232,6511105,6511106,27,86624,90364,127300,-1,5,slab
233,6511075,6511076,27,81038,87903,127500,-1,5,slab
234,6511074,6511075,27,80748,87821,127450,-1,5,slab
235,6511073,6511074,27,80625,87761,127400,-1,5,slab
236,6511061,6511062,27,79512,87278,126800,-1,5,slab
237,6511044,6511045,27,78008,86400,125950,-1,5,slab
238,6511010,6511011,27,77010,84907,124250,-1,5,slab
239,6510995,6510996,27,75553,83269,124650,-1,5,slab
240,6510958,6510959,27,75581,80814,125550,-1,5,slab
241,6510952,6510953,27,75505,80491,125850,-1,5,slab
242,19179874,21878232,27,76552,82043,128050,-1,5,slab
243,8165095,8165094,27,73292,73450,124250,-1,5,end
244,8165099,8165098,27,73417,74271,123250,-1,5,slab
245,8165098,8164780,27,73337,74208,123300,-1,5,slab
246,8165103,8165102,27,73493,74084,123050,-1,5,branch
247,8165104,8165103,27,73355,74005,123000,-1,5,slab
248,8165105,8165104,27,73309,73921,122950,-1,5,slab
249,8165107,8165106,27,73262,73872,122850,-1,5,slab
250,8165106,8165105,27,73285,73896,122900,-1,5,slab
251,8165109,8165108,27,73208,73815,122750,-1,5,end
252,8164286,6510985,27,75882,81682,124150,-1,5,slab
253,8164288,8164287,27,75861,81643,124050,-1,5,branch
254,8164293,8164292,27,75659,81521,123850,-1,5,slab
255,8164299,8164298,27,75361,81137,123550,-1,5,slab
256,8164298,8164297,27,75431,81236,123600,-1,5,slab
257,8164297,8164296,27,75502,81335,123650,-1,5,slab
258,8164320,8164319,27,74926,79929,123300,-1,5,slab
259,8164364,8164363,27,74609,78086,122450,-1,5,slab
260,8164363,8164362,27,74679,78204,122500,-1,5,slab
261,8164388,8164364,27,74454,77991,122400,-1,5,slab
262,8164416,8164415,27,74098,77850,122150,-1,5,slab
263,7891911,8164422,27,73883,77710,121850,-1,5,slab
264,8164428,8164427,27,73725,77276,121600,-1,5,slab
265,8164430,8164429,27,73634,77121,121500,-1,5,slab
266,8164432,8164431,27,73319,76904,121400,-1,5,slab
267,8164435,8164434,27,73144,76551,121250,-1,5,slab
268,8164434,8164433,27,73193,76636,121300,-1,5,slab
269,8164447,8164437,27,73131,76125,121200,-1,5,slab
270,8164477,8164476,27,78401,78052,123000,-1,5,branch
271,8164478,8164477,27,78367,77964,122950,-1,5,slab
272,8164485,6510769,27,79100,79123,124200,-1,5,slab
273,8164489,8164488,27,78128,78926,124300,-1,5,slab
274,8164500,8164499,27,77664,79017,124850,-1,5,slab
275,8164540,8164516,27,77111,78660,125700,-1,5,end
276,8164547,8164546,27,74803,72340,117850,-1,5,slab
277,8164548,8164547,27,74749,72211,117800,-1,5,slab
278,8164551,8164550,27,74495,72055,117650,-1,5,end
279,8164553,8164289,27,76112,81954,124000,-1,5,slab
280,8164554,8164553,27,76184,82007,123950,-1,5,branch
281,8164555,8164554,27,76435,82216,123900,-1,5,slab
282,8164557,8164556,27,76138,82038,123850,-1,5,slab
283,8164556,8164554,27,76161,82023,123900,-1,5,slab
284,8164559,8164558,27,76104,82148,123750,-1,5,slab
285,8164558,8164557,27,76121,82093,123800,-1,5,slab
286,8164561,8164560,27,76093,82311,123650,-1,5,slab
287,8164560,8164559,27,76098,82230,123700,-1,5,slab
288,8164563,8164562,27,75922,82517,123550,-1,5,branch
289,8164562,8164561,27,76007,82414,123600,-1,5,slab
290,8164564,8164555,27,76520,82490,123850,-1,5,slab
291,8164566,8164565,27,76526,82505,123750,-1,5,slab
292,8164565,8164564,27,76523,82498,123800,-1,5,slab
293,8164568,8164567,27,76473,82574,123650,-1,5,end
294,8164567,8164566,27,76499,82539,123700,-1,5,slab
295,8164572,8164571,27,75868,82752,123700,-1,5,slab
296,8164571,8164570,27,75886,82674,123650,-1,5,slab
297,8164570,8164563,27,75904,82595,123600,-1,5,slab
298,8164573,8164572,27,75899,82828,123750,-1,5,end
299,8164626,8164563,27,76068,82593,123550,-1,5,slab
300,8164627,8164626,27,76068,82646,123500,-1,5,slab
301,8164628,8164627,27,76057,82703,123450,-1,5,slab
302,8164629,8164628,27,76068,82771,123400,-1,5,slab
303,8164630,8164629,27,76030,82840,123350,-1,5,slab
304,8164631,8164630,27,75840,83033,123350,-1,5,slab
305,8164632,8164631,27,75821,83109,123300,-1,5,slab
306,8164633,8164632,27,75787,83178,123250,-1,5,end
307,8164647,8164646,27,74468,79602,124150,-1,5,slab
308,8164646,8164645,27,74496,79615,124100,-1,5,slab
309,8164650,8164649,27,74069,79321,124300,-1,5,branch
310,8164651,8164650,27,73879,79184,124350,-1,5,slab
311,8164655,8164654,27,74217,79290,124450,-1,5,slab
312,8164654,8164653,27,74168,79300,124400,-1,5,slab
313,8164653,8164650,27,74119,79311,124350,-1,5,slab
314,8164657,8164656,27,74206,79260,124550,-1,5,slab
315,8164678,8164677,27,73300,78276,124600,-1,5,slab
316,8164677,8164676,27,73332,78310,124550,-1,5,branch
317,8164676,8164659,27,73364,78344,124500,-1,5,slab
318,8164682,8164681,27,73212,78128,124800,-1,5,branch
319,8164681,8164680,27,73212,78179,124750,-1,5,slab
320,8164685,8164684,27,72688,77542,124950,-1,5,branch
321,8164686,8164682,27,73492,78105,124850,-1,5,end
322,8164689,8164688,27,72657,77368,125050,-1,5,slab
323,8164688,8164685,27,72673,77455,125000,-1,5,slab
324,8164691,8164690,27,72680,77246,125150,-1,5,slab
325,8164690,8164689,27,72669,77307,125100,-1,5,slab
326,8164693,8164692,27,72061,76285,125250,-1,5,branch
327,8164696,8164695,27,71462,76076,125250,-1,5,slab
328,8164700,8164699,27,72296,75848,125050,-1,5,slab
329,8164699,8164698,27,72268,75915,125100,-1,5,slab
330,8164698,8164697,27,72240,75982,125150,-1,5,slab
331,8164705,8164704,27,72448,75760,124850,-1,5,slab
332,8164711,8164710,27,72828,75475,124550,-1,5,slab
333,8164710,8164709,27,72775,75549,124600,-1,5,slab
334,8164713,8164712,27,72942,75312,124450,-1,5,slab
335,8164712,8164711,27,72885,75393,124500,-1,5,slab
336,8164724,8164723,27,72929,75122,124350,-1,5,slab
337,8164723,8164713,27,72936,75217,124400,-1,5,slab
338,8164726,8164725,27,72975,74955,124250,-1,5,slab
339,8164725,8164724,27,72952,75038,124300,-1,5,slab
340,8164728,8164727,27,73028,74643,124150,-1,5,branch
341,8164727,8164726,27,72990,74801,124200,-1,5,slab
342,8164730,8164729,27,73083,74388,124250,-1,5,slab
343,8164729,8164728,27,73069,74478,124200,-1,5,slab
344,8164733,8164732,27,73106,74597,124000,-1,5,slab
345,8164732,8164731,27,73080,74613,124050,-1,5,slab
346,8164731,8164728,27,73054,74628,124100,-1,5,slab
347,8164735,8164734,27,73106,74556,123900,-1,5,slab
348,8164734,8164733,27,73106,74576,123950,-1,5,slab
349,8164737,8164736,27,73134,74457,123800,-1,5,slab
350,8164736,8164735,27,73120,74506,123850,-1,5,slab
351,8164738,8164737,27,73115,74312,123750,-1,5,slab
352,8164739,8164738,27,73058,74244,123700,-1,5,slab
353,8164740,8164739,27,73024,74176,123650,-1,5,branch
354,8164741,8164740,27,72994,74039,123700,-1,5,end
355,8164743,8164742,27,73022,74126,123550,-1,5,slab
356,8164744,8164743,27,73098,74160,123500,-1,5,branch
357,8164776,8164775,27,72889,74138,123400,-1,5,slab
358,8164779,8164778,27,73294,74183,123400,-1,5,slab
359,8164780,8164779,27,73256,74145,123350,-1,5,slab
360,8164798,8164797,27,71535,73613,123000,-1,5,slab
361,8164797,8164796,27,71582,73647,123050,-1,5,slab
362,8164800,8164799,27,71415,73545,122900,-1,5,slab
363,8164807,8164806,27,70944,73283,122750,-1,5,slab
364,8164806,8164801,27,70991,73284,122800,-1,5,slab
365,8164809,8164807,27,70775,73199,122700,-1,5,slab
366,8164828,8164827,27,70510,73070,122600,-1,5,slab
367,8164838,8164837,27,68943,72306,122450,-1,5,slab
368,8164840,8164839,27,70148,72534,122200,-1,5,slab
369,8164853,8164852,27,68219,72010,122700,-1,5,slab
370,8164854,8164853,27,67953,71721,122650,-1,5,slab
371,8164858,8164857,27,67982,72697,122350,-1,5,slab
372,8164876,8164875,27,67328,70098,122000,-1,5,slab
373,8164880,8164879,27,72709,77387,124750,-1,5,slab
374,8164893,8164892,27,72422,77147,124100,-1,5,slab
375,8164897,8164896,27,72300,77067,123900,-1,5,slab
376,8164896,8164895,27,72346,77096,123950,-1,5,slab
377,8164941,8164917,27,71945,76752,123300,-1,5,slab
378,8164942,8164941,27,71892,76642,123250,-1,5,slab
379,8164948,8164947,27,71687,76505,122950,-1,5,slab
380,8164947,8164946,27,71726,76503,123000,-1,5,slab
381,8164952,8164951,27,71706,76881,122800,-1,5,slab
382,8164954,8164953,27,71715,76839,122700,-1,5,slab
383,8164953,8164952,27,71710,76860,122750,-1,5,slab
384,8164955,8164954,27,71801,76824,122650,-1,5,end
385,8164956,8164950,27,71386,76383,122850,-1,5,slab
386,8164959,8164956,27,71352,76349,122800,-1,5,end
387,8164961,8164315,27,75072,80921,123200,-1,5,end
388,8164965,8164964,27,73617,78508,122150,-1,5,slab
389,8164966,8164965,27,73450,78409,122100,-1,5,slab
390,8164968,8164967,27,73359,78580,122000,-1,5,branch
391,8164971,8164968,27,73526,78812,121950,-1,5,end
392,4285371,6510741,27,79739,78660,122800,-1,5,slab
393,4285459,6510916,27,79275,78827,123400,-1,5,branch
394,4595056,6510750,27,79929,79097,123300,-1,5,branch
395,5287345,8164868,27,67457,70284,122350,-1,5,slab
396,6510806,6510805,27,79034,79573,126050,-1,5,slab
397,6510916,4595056,27,79572,78964,123350,-1,5,slab
398,6510915,6510914,27,75623,73507,119350,-1,5,slab
399,6510914,6510913,27,75661,73583,119400,-1,5,slab
400,6510913,6510912,27,75741,73606,119450,-1,5,slab
401,6510985,6510984,27,75893,81700,124200,-1,5,slab
402,6510984,6510983,27,75882,81693,124250,-1,5,slab
403,6510983,6510982,27,75870,81687,124300,-1,5,slab
404,6529789,21878212,27,77850,81798,126900,-1,5,slab
405,6534207,8164841,27,70227,72447,122100,-1,5,end
