,connector_id,presynaptic_to,postsynaptic_to,presynaptic_to_node,postsynaptic_to_node
0,5432964,18305241,"[12704772, 5432966, 5432973, 5432980, 5432988]",5432963,"[24138796, 5432970, 5432977, 5432984, 5432992]"
1,5894879,15391644,"[12704772, 12704772, 4749671, 5894903, 5894910, 5894917, 5894926, 15706854]",5894885,"[5894892, 24139069, 5894807, 5894907, 5894914, 5894921, 5894930, 5894899]"
2,6723318,7980937,"[15760596, 4402892, 6723327, 11208232, 12704772]",6723324,"[6723338, 6723283, 6723331, 6723352, 16062183]"
3,6903053,4728865,"[19279008, 12704772, 6903056, 10649843, 6903071, 14206438, 14085813]",6903047,"[6903089, 24140522, 6903060, 6903067, 6903075, 6903082, 19742344]"
4,7245751,5548412,"[17053270, 12704772, 7245753, 7245763]",7245748,"[7245781, 24138672, 7245757, 7245767]"
5,7280850,17576344,"[12820277, 7280859, 7280866, 12704772]",7280856,"[7280849, 7280863, 7280870, 13425718]"
6,7280878,12704772,"[19227841, 19227825, 19227820, 19227815, 12820277, 7280887, 7280894]",7280884,"[24140331, 24140328, 24140327, 24140326, 7280877, 7280891, 7280898]"
7,7787835,4984200,"[12704772, 7787837, 7787851]",7787827,"[7787848, 7787841, 7787855]"
8,8039152,12044475,"[16632437, 4386719, 8039161, 12704772, 17569723]",8039158,"[21722178, 8039150, 8039165, 8039173, 21722176]"
9,8039661,17904627,"[16614723, 4386719, 8039664, 8039671, 12704772]",6534675,"[61346449, 8039659, 8039668, 8039675, 13424758]"
10,8181360,8181363,"[8234099, 11504374, 12704772]",8181367,"[8181347, 11504377, 11504384]"
11,8366809,15693936,"[8366818, 12704772, 14242929]",8366815,"[8366822, 8366829, 8366808]"
12,8406549,16763565,"[12704772, 8406559, 8406565, 8406573, 8406580]",8406548,"[8406556, 8406563, 8406570, 8406577, 8406586]"
13,9005967,4728120,"[20218260, 9005978, 12704772, 12148044]",9005939,"[9005975, 9005982, 9005988, 9005995]"
14,9023862,12704772,"[18418512, 14047554, 13058240]",9023868,"[9023875, 9023861, 13058665]"
15,9024378,15693936,"[12820178, 14086309, 12704772, 9024398, 12070159, 14047554, 14047554]",9024384,"[17941666, 23946129, 9024395, 9024402, 13462542, 9024376, 9023721]"
16,9025603,12704772,"[14047130, 6545548, 9025614]",9025611,"[24053295, 9025595, 9025618]"
17,9958480,6892117,"[9958482, 9958488, 12704772]",9958479,"[9958485, 9958491, 9958497]"
18,9958580,6892117,"[14930754, 9958582, 9958588, 16715791, 16715796, 15892929, 7894254, 12704772]",9958579,"[19259376, 9958585, 9958591, 19259366, 19259367, 17045399, 19259373, 13426584]"
19,9958698,12704772,"[19227702, 19227697, 19227692, 19227687, 6892117, 9958706, 9958712, 9958718, 9958724, 9958736, 13058240]",9958703,"[24140298, 24140297, 24140296, 24140295, 9958697, 9958709, 9958715, 9958721, 9958727, 9958739, 9958733]"
20,9959354,6892117,"[9959356, 9959362, 9959368, 9959374, 12704772]",9959353,"[9959359, 9959365, 9959371, 9959377, 9959383]"
21,9960344,12704772,"[8026224, 8026224, 6892117, 9960352, 9960358, 13421704, 13421710, 13421722, 13421728, 13421734]",9960349,"[9960367, 13421719, 9960342, 9960355, 9960361, 13421707, 13421713, 13421725, 13421731, 13421737]"
22,10642674,12704772,"[14238008, 8026224, 10649843, 14206438, 13058240, 16601376]",10642691,"[18608011, 10642685, 4725406, 14206602, 13077692, 18915374]"
23,12005695,12704772,"[8026224, 12039793, 17904627]",12005700,"[17665938, 12005706, 12005693]"
24,12108540,12704772,"[14085813, 7862356, 12108566, 16120026, 13058240]",12108545,"[12108563, 12108551, 12108569, 12108539, 18919290]"
25,12123700,15693936,"[9960569, 12123714, 14085813, 12704772]",12123705,"[12123699, 12123717, 12123711, 12123723]"
26,12123840,15693936,"[11015075, 9960569, 12123862, 12704772]",12123846,"[12123853, 12123819, 12123865, 12123859]"
27,12135331,15693936,"[13842414, 12135345, 12135357, 12135362, 12704772, 8181363]",12135336,"[12135342, 12135348, 12135360, 12135365, 12135354, 12135330]"
28,12135726,8181363,"[19227722, 19227717, 12135734, 12704772]",12135725,"[24140302, 24140301, 12135737, 12135731]"
29,12147831,8234099,"[16150474, 12147833, 12147818, 12704772, 16715765, 6892117]",12147748,"[12147854, 12147836, 12147821, 12147860, 19259349, 12147761]"
30,12704770,12704772,"[4028114, 12704778, 10649843]",12704775,"[4728800, 12704781, 4725491]"
31,12733627,7980937,"[12704772, 12733636, 12733642, 12733648]",12733632,"[12733622, 12733639, 12733645, 12733651]"
32,12733862,12704772,"[14085813, 14086309, 12733883, 12733889, 14047554, 8039617]",12733840,"[12733874, 12733880, 12733886, 12733892, 12733868, 17358682]"
33,12811468,12811470,"[12811482, 12811488, 12811494, 12704772, 11015075]",12811473,"[12811485, 12811491, 12811497, 12811479, 12811467]"
34,12811502,11015075,"[12704772, 12811504, 12811510]",12811501,"[16062235, 12811507, 12811513]"
35,12932185,12704772,"[17970304, 10474936, 14085813, 16614078]",12932190,"[12932196, 12932184, 18934022, 18934025]"
36,12989621,12704772,"[19227794, 19227784, 8688631, 12989630, 12989637]",12989626,"[24140323, 24140321, 12989610, 12989633, 12989640]"
37,13051825,12704772,"[16042609, 19227575, 19227570, 14930754, 13051836, 13051842, 13051851, 13051857]",13051831,"[18646815, 24140284, 24140283, 13051797, 13051839, 13051845, 13051854, 13051860]"
38,13058597,12704772,"[13058240, 13058599, 10649843, 15655265, 15655270, 15655275, 10649843]",13058614,"[13058558, 13058602, 13058608, 16062155, 16062156, 16062157, 19792698]"
39,13159291,12704772,"[11012303, 18418512, 13159305, 13159311, 12070159]",13159296,"[13159302, 13159288, 13159308, 13159314, 13462527]"
40,13159357,12704772,"[11012303, 14047130, 18418512, 18418512, 13159362, 13159368, 13425500, 13425506, 13058240]",13159356,"[13425522, 13425516, 13159335, 13159327, 13159365, 13159371, 13425503, 13425509, 13058953]"
41,13176539,12704772,"[19227898, 19227883, 17970304, 13176547, 13176553, 13176559, 8192600, 12070159]",13176544,"[24140345, 24140342, 13176538, 13176550, 13176556, 13176562, 13404260, 13464816]"
42,13403785,8192600,"[12704772, 13403788, 13403794]",13403773,"[24139776, 13403791, 13403797]"
43,13403803,8192600,"[12704772, 12704772, 13403805, 13403817, 13403823, 13403829]",13403801,"[13403814, 24139772, 13403808, 13403820, 13403826, 13403832]"
44,13404309,8192600,"[13404311, 13404317, 12704772, 12147878]",13404282,"[13404314, 13404320, 13425119, 13404326]"
45,13420865,3546835,"[18521097, 13420869, 8181363, 5357465, 12704772]",13420297,"[13420879, 13420872, 7788388, 13420896, 13420885]"
46,13424827,12704772,"[13424835, 13424841, 13424847, 13424853, 13424859, 13424865, 13602296]",13424718,"[13424838, 13424844, 13424850, 13424856, 13424862, 13424868, 13424832]"
