,connector_id,presynaptic_to,postsynaptic_to,presynaptic_to_node,postsynaptic_to_node
0,2170534,2183099,"[4978454, 2170543, 2170550, 4220548, 4102728, 5358138, 16713121]",2170533,"[2170561, 2170547, 2170554, 2170540, 4114378, 5310666, 4119207]"
1,2680080,15233041,"[15290335, 15290335, 15290335, 19911503, 6416161, 2680099, 2680133, 2680149, 5297622, 16713121, 15290335, 2622502, 2619764, 16808439]",2679973,"[25020593, 25021277, 2680091, 25021276, 19568025, 2680103, 2680137, 2680153, 2680111, 4115341, 2680122, 7952270, 19627567, 19627569]"
2,2680622,15233041,"[19910868, 19910863, 19910858, 2680683, 7683669, 13566394, 16713121]",2680414,"[25020596, 25020595, 25020594, 2680687, 2680670, 2680631, 4117503]"
3,2680707,15233041,"[19910873, 2680717, 2680746, 13566394, 16713121]",2680412,"[25020597, 2680721, 2680750, 2680771, 2680714]"
4,2685920,15233041,"[19242617, 14829351, 16713121, 2685936, 5057361, 15199830]",2680824,"[2685986, 2685932, 2685952, 2685940, 2685973, 15468211]"
5,2745912,12953345,"[4535767, 19893473, 16713121, 2745915, 2745923, 2745930, 4155977]",2740271,"[12700177, 25000342, 2745941, 2745920, 2745927, 2745934, 2745954]"
6,3575997,13060794,"[4102728, 3576006, 3576013, 16713121]",3575996,"[3576003, 3576010, 3576017, 8897820]"
7,4102937,10855206,"[16226512, 4102728, 4102728, 18145093, 16713121]",4102943,"[6410814, 24370528, 4102932, 4102950, 4102957]"
8,4113531,4113533,"[4102728, 4121534, 16713121]",4113537,"[4113469, 4113544, 4115388]"
9,4114095,4780637,"[4102728, 4114105, 4881629, 4220548, 16713121]",4114102,"[4114094, 4114109, 4114125, 4114116, 12888816]"
10,4114263,4780447,"[4102728, 4881629, 16713121, 5491282, 4978454]",4114269,"[4114061, 4114283, 4114276, 5491286, 5491279]"
11,4114404,4780637,"[4102728, 4978454, 16713121, 4102728, 4881629]",4114410,"[4114009, 4114426, 4114419, 4868944, 5086601]"
12,4117278,15290335,"[4117288, 4117295, 16713121, 4102728]",4117285,"[4117292, 4117299, 4115342, 12843538]"
13,4117445,6195521,"[16713121, 4117456, 4117470]",4117453,"[4117444, 4117460, 4117474]"
14,4117621,3180525,"[16713121, 4121534, 5078760]",4117627,"[4117618, 4490733, 4490742]"
15,4117646,8748462,"[4117662, 4117676, 4117683, 4117690, 5358138, 4102728, 4121534, 4881629, 4121534, 4102728, 4102728, 16713121]",4117652,"[4117666, 4117680, 4117687, 4117695, 4117659, 4117702, 4117673, 4884577, 4490733, 12845860, 12849159, 4117642]"
16,4118489,13258642,"[5358138, 4881629, 16713121]",4118495,"[4118502, 4118509, 4118488]"
17,4118610,4780447,"[4118619, 16713121, 4881629]",4118616,"[4118623, 4118609, 4118630]"
18,4118633,5358138,"[4118642, 4118619, 4881629, 4102728, 16713121, 16713121]",4118639,"[4118646, 4118623, 4118630, 6572135, 6572142, 4118609]"
19,4119065,4124563,"[4617601, 4119074, 4119081, 4780637, 16713121]",4119071,"[5085186, 4119078, 4119085, 5085178, 4119049]"
20,4119146,18474053,"[4119155, 4119162, 6196127, 6196147, 6196173, 4220548, 6462650, 16713121]",4119152,"[4119159, 4119166, 6196132, 6196151, 6196177, 6196158, 12777844, 4119110]"
21,4119555,12820277,"[4101976, 5085455, 16080562, 5607156, 16713121]",4119561,"[4119568, 4119582, 4119575, 4119589, 4119553]"
22,4124561,4124563,"[13258642, 4121534, 4124570, 16713121]",4124567,"[4124581, 4124544, 4124574, 4124588]"
23,4158949,4159139,"[4155977, 4158967, 4158976, 4488976, 4155977, 4102728, 4144088, 5078760, 16713121]",4158957,"[4158938, 4158971, 4158980, 4158964, 4159002, 5368002, 8896632, 7108214, 5367997]"
24,4159375,13258642,"[4155977, 4159388, 4102728, 15157587, 5357465, 4144088, 4155977, 16713121]",4159382,"[4159373, 4159392, 4159400, 5357481, 5357469, 5357461, 5357502, 12876874]"
25,4597522,5358138,"[4101976, 4102728, 6572194, 6572208, 16713121, 5355874, 4102728, 4881629, 4121534]",4597530,"[4597478, 6572191, 6572198, 6572212, 4118584, 6572219, 7280038, 12925449, 12929372]"
26,4597773,8748462,"[4101976, 4386719, 4121534, 16713121]",5368282,"[4597728, 5477770, 12929838, 12848508]"
27,4732795,4113533,"[4121534, 4102728, 4121534, 16713121, 16713121]",4732801,"[6881868, 6881882, 4732794, 6881875, 12866326]"
28,4732811,12820277,"[4121534, 4121534, 4881629, 16080562, 14858626, 16713121]",4732817,"[7281072, 4732810, 4870039, 7281065, 7281087, 12866374]"
29,4870006,12820277,"[5084467, 4113533, 5084467, 4881629, 4881629, 7228791, 16713121]",4870012,"[9602274, 25159943, 4870019, 4870033, 4870005, 7788864, 4870026]"
30,4883814,5078760,"[4102728, 16713121, 5355874, 4881629]",4883820,"[4883813, 12848447, 18960228, 4881536]"
31,4884636,5078760,"[5085455, 16713121, 4881629, 4884660, 4121534, 6416868, 4102728]",4884643,"[4884650, 4884657, 4884631, 4884664, 5081022, 6416872, 12849165]"
32,4886424,10855206,"[10004243, 6970942, 12949240, 4123487, 8196192, 4881629, 16713121]",4886431,"[22365953, 4886438, 24370368, 24370367, 17560576, 4886423, 12867177]"
33,4886452,4123487,"[4113533, 4881629, 16713121]",4886458,"[9544405, 4886450, 4886465]"
34,4886576,4102844,"[4881629, 16713121]",4886583,"[4886515, 12867204]"
35,4887861,5358138,"[4101976, 4121534, 16042137, 16713121]",4887867,"[4887860, 5056873, 19120300, 12888840]"
36,5055353,4113533,[16713121],5055359,[5055352]
37,5055374,4113533,"[5085455, 4102728, 4881629, 16713121]",5055380,"[5607056, 4113783, 5055387, 5055372]"
38,5055419,5084467,"[5085455, 16080562, 9993407, 16713121]",5055425,"[18982987, 5055432, 9993410, 4119537]"
39,5055443,4113533,"[4101976, 5355874, 16713121, 14858626]",5055449,"[5055456, 5055464, 5055441, 6828838]"
40,5055479,12820277,"[16713121, 5356438, 16713121]",5055485,"[5055499, 5055492, 5055478]"
41,5056487,5358138,"[4121534, 4617601, 4121534, 5056497, 16713121, 4780447, 4881629]",5056493,"[5056515, 8745069, 5056468, 5056501, 5056508, 5491503, 4870145]"
42,5056572,5358138,"[4101976, 4102728, 5056588, 5056603, 16713121]",5056578,"[5056600, 5056570, 5056592, 5056607, 5056585]"
43,5057359,5057361,"[4101976, 19148715, 19877141, 19877136, 19877131, 16080562, 19318496, 19318490, 5057396, 5057417, 14858626, 6853355, 13873694, 16713121]",5057365,"[5057414, 24024795, 24985962, 24985957, 24985956, 18852092, 5057407, 5057372, 5057400, 5057421, 5057386, 5057393, 5057379, 5057357]"
44,5057430,5057361,"[12820277, 6826373, 16713121]",5057436,"[6826384, 6826377, 5057429]"
45,5057457,19708316,"[6824681, 6824688, 16713121]",5057463,"[6824685, 6824692, 5057456]"
46,5057546,5057361,"[14048538, 5057555, 14048876, 6827182, 6827182, 16713121]",5057552,"[5057587, 5057559, 5057580, 5057573, 5057566, 5057545]"
47,5057601,5057361,"[6827200, 14048876, 16713121, 16713121, 14858626]",5057607,"[6827204, 6827194, 19243902, 5057600, 22588738]"
48,5057623,5057361,"[5057632, 16713121, 16713121]",5057629,"[5057636, 5057622, 5057643]"
