,connector_id,presynaptic_to,postsynaptic_to,presynaptic_to_node,postsynaptic_to_node
0,3327585,18623736,"[14086309, 14088451, 4326468]",3327584,"[3327591, 3327605, 3327598]"
1,3526468,7992966,"[8026224, 19111930, 19111930, 14088149, 14199565, 14088451]",3526460,"[3526479, 3526514, 3526505, 3526523, 3526489, 3526497]"
2,4584356,16690920,"[14086309, 14088451, 4289773, 4042315, 4717729]",4584362,"[12953535, 18427137, 4584355, 4584377, 4584370]"
3,4722248,12809874,"[4524871, 14088451, 4722258, 4326520]",4722254,"[24287267, 23903241, 4722262, 4722246]"
4,4722285,12901480,"[8026224, 19111930, 14088451, 7008938, 7008945, 7008952, 4326520]",4722291,"[19761582, 7008935, 18430048, 7008942, 7008949, 7008956, 4722275]"
5,4927286,3673274,"[7934159, 14088451, 14199031, 6467481]",4927298,"[7011639, 18427137, 4927307, 4927279]"
6,4936688,12809874,"[19111930, 4524871, 4936697, 4936704, 14088451]",4936694,"[18647957, 4936687, 4936701, 4936708, 4936715]"
7,5298337,4719759,"[14088451, 4524871, 17175844, 17175854, 17175859, 17175864]",4719763,"[20918442, 4344871, 20918441, 20918443, 20918444, 20918445]"
8,5394927,17435371,"[5899328, 5899328, 19111930, 14088451, 5394957, 14087107, 14203725, 15663128, 14087107, 16798786]",5394926,"[19598387, 23996484, 5394933, 23903224, 5394961, 5394947, 5394940, 16087034, 19598376, 19598386]"
9,5576075,4034528,"[14088451, 19168127, 19168122, 12705637, 14086309, 14199031, 5576100, 5576118]",5561539,"[24070141, 24061376, 24061375, 17642441, 18656396, 19029136, 5576104, 5576122]"
10,6531282,4478328,"[14238008, 10643077, 8026224, 19370182, 14088451]",6531281,"[6531295, 6531288, 18607873, 24348503, 6531302]"
11,6531439,4478328,"[8026224, 14086309, 12873914, 6531455, 4524871, 14088451]",6531437,"[19761600, 6531452, 17487975, 6531459, 5298348, 18427070]"
12,6538798,14242929,"[6538808, 14088451]",6538794,"[6538812, 6538804]"
13,6903340,4728865,"[8026224, 14086309, 14088451, 4727546]",6903339,"[6903360, 6903346, 6903367, 6903353]"
14,6903376,4728865,"[14088149, 8026224, 14047554, 14088451, 14086309, 6903406, 6903413, 13058240, 10649843, 14206438, 4727546]",6903375,"[6903396, 6903431, 23946098, 17912255, 6903382, 6903410, 6903417, 6903424, 18655839, 14206639, 20909760]"
15,7680754,4929679,"[10090379, 10036961, 7855607, 14088451, 7855607, 7680763, 7680770, 10152437]",7680760,"[24904639, 23903163, 23903164, 18429916, 7680752, 7680767, 7680774, 7680781]"
16,9006627,8039617,"[12140925, 14088451, 4728120, 4386719, 8234099, 10649843]",9006633,"[18934914, 9006647, 9006626, 9006640, 17729721, 10648370]"
17,9023263,4729046,"[8026224, 4728951, 14088451, 12944478, 13058240, 4488976, 14047554]",6545365,"[23946162, 23946158, 18430233, 17915131, 9023269, 9023262, 9023284]"
18,9882297,4071032,"[14088451, 4039711, 8026224, 4042315]",6530380,"[9882318, 9882259, 9882325, 9882312]"
19,9944563,4719759,"[14088451, 4524871, 9944595, 17186623, 17186628, 10416006]",9944562,"[23903160, 9944568, 9944598, 20936192, 20936193, 6500310]"
20,10139345,12944478,"[14087339, 14088451, 10416006, 16214291, 13058240]",10139301,"[10139356, 10139362, 10139350, 17905484, 13059025]"
21,10327871,10089252,[14088451],10326541,[10327876]
22,10330198,10089252,"[14088451, 10330206, 15715571, 14087339]",10330142,"[18729452, 10330209, 10330215, 10330203]"
23,10330229,10089252,"[10220679, 14046720, 4728865, 14088451]",10330138,"[61455953, 10330234, 6903441, 10330240]"
24,10330458,10089252,"[14088451, 10330460, 10330466, 10330472, 10330478, 14087339]",10329793,"[23903232, 10330463, 10330469, 10330475, 10330481, 18729589]"
25,10579333,12944478,"[13058240, 10649843, 14088451, 14088149]",10579347,"[10579341, 10579309, 17914757, 17914756]"
26,10584692,15693936,"[4488976, 14085813, 14088451, 13058240, 16613556, 8026224]",10584703,"[10584691, 18933224, 18430197, 18921006, 18933225, 18921014]"
27,10643075,4071032,"[14238008, 14088451, 10643077, 14087339]",6530393,"[10643086, 14088539, 10643080, 10643074]"
28,11971024,4478328,"[14086309, 11971032, 11971050, 11971056, 11971062, 14199031, 14088451]",11971023,"[11971029, 11971035, 11971053, 11971059, 11971065, 11971041, 11971047]"
29,11971092,4478328,"[12873914, 14086309, 11971100, 11971117, 11971124, 14088451]",11971083,"[11971115, 11971109, 11971103, 11971120, 11971127, 11971097]"
30,11971131,4478328,"[11971133, 11971139, 14088451]",11971130,"[11971136, 11971142, 11971148]"
31,12006417,17904627,"[14088451, 18418512, 12006425, 8026224]",12006416,"[24301852, 12006422, 12006428, 12006440]"
