,connector_id,presynaptic_to,postsynaptic_to,presynaptic_to_node,postsynaptic_to_node
0,3972607,12705637,"[8026224, 14047130, 14085813, 10649843, 10649843]",5141702,"[19760816, 3972613, 3972620, 3972606, 19792751]"
1,3983166,4991402,"[14088149, 14047130, 3983176, 14047554, 14047130, 7992966, 14085813, 10649843, 16844723]",4991406,"[18430866, 3983197, 3983180, 3983187, 14047374, 15911107, 15911106, 3943437, 19793048]"
2,4732757,10745937,"[14047130, 4732776, 14047554, 10649843]",4732763,"[4732773, 4732780, 4732789, 3972579]"
3,4733082,19210090,"[5899328, 14047130, 14046720, 19111930, 4733109, 10649843, 8026224]",4733088,"[25279314, 4733106, 24009209, 18384970, 4733113, 4733081, 19759070]"
4,4991319,12944478,"[14047130, 10649843, 16828187, 13058240]",4991325,"[4991332, 4991318, 19717065, 13872558]"
5,4991386,4991402,"[14047130, 10649843, 14088149]",4991392,"[23903101, 4991385, 13867931]"
6,5028803,4728865,"[8026224, 8026224, 14206438, 14047130, 12944478, 14087339, 14085813, 16613897]",5028809,"[18933740, 19761805, 18933741, 17228638, 5028802, 19593905, 18933737, 18933742]"
7,6487079,5690362,"[14047130, 5394839, 6487083, 13058240, 12705637]",6486986,"[6487113, 6487094, 6487087, 6487120, 6487103]"
8,6545198,4728890,"[8026224, 14047130, 6545208, 6545215, 14047554]",6545197,"[6545205, 23903344, 6545212, 6545219, 19747265]"
9,8366350,15693936,"[6463937, 19139253, 8366366, 8366373, 8366393, 8366399, 8366441, 8366454, 14088149, 14047130, 13058240, 14087339, 14047554, 8026224, 12070159, 10649843, 14242929, 8026224, 13058240]",8366356,"[8366390, 19970470, 8366370, 8366377, 8366397, 8366403, 8366445, 8366458, 8366384, 8366424, 8366430, 8366417, 8366410, 8366363, 8366452, 8366437, 8366349, 19760916, 18932635]"
10,8366495,14242929,"[14047130, 8366504, 10649843]",8366478,"[8366501, 8366508, 8366515]"
11,9023389,12944478,"[4372233, 14047130, 14047130, 8026224, 14047554, 4488976, 10584172, 10584178, 14047760]",9023395,"[9023402, 9023416, 23903323, 9023409, 9023388, 4596379, 10584175, 10584181, 16506772]"
12,9023620,15094230,"[14047130, 9023636, 7782409, 14047554, 14088149, 13058240]",9023626,"[9023633, 9023640, 9023647, 9023619, 18430892, 18915368]"
13,9025603,12704772,"[14047130, 6545548, 9025614]",9025611,"[24053295, 9025595, 9025618]"
14,10466504,10219170,"[19167709, 10466694, 14047130, 19165880, 11323467, 14087339]",10466502,"[24060667, 10466697, 14047215, 18735170, 10466510, 10466517]"
15,10584283,12944478,"[14047130, 10584285, 4488976, 14047554, 8026224]",5028209,"[19716450, 10584288, 10584301, 9023590, 9026990]"
16,10646368,4991402,"[14047554, 14047130, 10649843]",5148823,"[19744083, 24089783, 10646365]"
17,10646425,12705004,"[14047130, 10646427, 10646433, 10649843, 3972558, 14047554, 14047554]",10646442,"[3972555, 10646430, 10646436, 3972547, 3972562, 10646391, 10646424]"
18,10649079,12705004,"[14088149, 14047130, 10649843, 10649843]",10649090,"[23973850, 10649084, 5150577, 5150533]"
19,11953217,15693936,"[14047130, 11953220, 11953226, 13058240, 4488976, 14086309]",10584703,"[18965590, 11953223, 11953229, 11953235, 11953243, 11953210]"
20,11953249,4728865,"[16834133, 14047130, 14086309, 14085813, 11953257, 11953263, 11953281, 11953287, 14086309]",11953254,"[11953272, 24053045, 24049548, 11953278, 11953260, 11953266, 11953284, 11953290, 11953248]"
21,12049219,16763565,"[14047130, 12039793, 10474936]",12049213,"[12049224, 17666361, 12049204]"
22,12754414,16872855,"[19255078, 14047130, 19111930, 4715415, 14085813, 13058240]",12751800,"[12754432, 12754463, 12754456, 12754476, 12754445, 13872531]"
23,13058935,12944478,"[8026224, 14047130, 13058240, 14242929, 16827822, 16827827, 16827832, 16214095]",5028404,"[13058941, 17905162, 13058934, 6538979, 19716454, 19716455, 19716456, 17905163]"
