,connector_id,presynaptic_to,postsynaptic_to,presynaptic_to_node,postsynaptic_to_node
0,2739525,15571023,"[2637812, 14047945, 16826129]",2739544,"[2739522, 2739536, 19711099]"
1,2740747,12953345,"[14047945, 15590480, 2740750, 4535767]",2740720,"[15842184, 15842185, 2740754, 2740764]"
2,2740887,12953345,"[19891701, 14085813, 2740896, 2740905, 14047945, 14047945, 16824999]",2740372,"[24998520, 19709848, 2740900, 2740909, 2740916, 2740893, 19709849]"
3,2740919,12953345,"[19891706, 16181494, 2740928, 14047945]",2740372,"[24998521, 23902825, 2740932, 2740925]"
4,2746218,12953345,"[15571023, 19891730, 14194026, 16419310, 14047945]",2740288,"[13075181, 24998526, 2746231, 2746224, 18396005]"
5,3575356,15571023,"[19106008, 10013402, 6459989, 14045854, 14047945, 3575365, 16826134, 14047554, 13057994]",3575355,"[23945838, 19711101, 3575362, 23904305, 3575376, 3575369, 19711100, 19711102, 13872255]"
6,3575437,15571023,"[16181494, 19106008, 14047945, 13057994]",3575436,"[3575450, 13074185, 3575443, 13871694]"
7,4543064,4543066,"[4535767, 12689110, 14047945]",4543070,"[4543063, 12689113, 11073601]"
8,4740946,7867016,"[14045854, 4488976, 8026224, 14047760, 13229306, 14047945]",4740952,"[11943365, 4740944, 11943385, 11943378, 13229309, 13229315]"
9,4740968,15571023,"[14045854, 10013402, 14045854, 14045854, 4488976, 14047760, 13075234, 14047760, 16181494, 14047945, 8026224, 16826032]",12706366,"[25284791, 24046063, 13075231, 23904381, 4740956, 12706371, 13075237, 19584369, 14193869, 13229315, 19710967, 19710970]"
10,4849140,18619199,"[4397287, 8371225, 14194234, 14047945]",4849147,"[4849137, 4849154, 19607015, 13280860]"
11,5082371,12953345,"[4102728, 4121534, 5082381, 5082390, 14047945, 12616979, 16713121]",5082378,"[5082401, 5082303, 5082385, 5082394, 12616988, 12616982, 12883478]"
12,6195839,6195521,"[4542822, 12874044, 7855488, 5087783, 14047945, 13525684, 6195868, 14047945]",6195816,"[6195883, 6195856, 2803016, 17705132, 6195865, 6195848, 6195872, 19710505]"
