,connector_id,presynaptic_to,postsynaptic_to,presynaptic_to_node,postsynaptic_to_node
0,4083294,12918707,"[4005247, 4083303, 4083310, 4005247, 4259945]",4083300,"[4083290, 4083307, 4083314, 4083321, 10780782]"
1,4555786,4536017,"[4555788, 4555796, 4555803, 12918707]",4555784,"[4555792, 4555800, 4555807, 12919751]"
2,4555886,4536017,"[4555895, 4555917, 4555928, 12918707, 15872060, 9938023, 12019432]",4555879,"[4555899, 4555921, 4555932, 4555907, 4555914, 12070457, 4555892]"
3,4556225,4536017,"[12918707, 4556235, 4556245, 4556278]",4556223,"[4556231, 4556239, 4556254, 4556283]"
4,4730386,16763565,"[4028114, 12918707, 12745330]",4730392,"[4730347, 7123273, 12745333]"
5,6308345,9938023,"[4981055, 6308359, 12918707, 8215466]",6308353,"[6308286, 6308363, 12919719, 13530054]"
6,6496045,4731383,"[10152437, 5309932, 12918707, 2577013, 7992966, 16136891]",5442674,"[6496052, 6496044, 6496059, 6496066, 6496073, 19897754]"
7,6538340,4728233,"[10474936, 6542854, 6542862, 12070159, 12918707, 14242929, 18418512]",6538346,"[6538360, 6542858, 6542866, 13464644, 12919588, 6538314, 6538353]"
8,6543170,4728233,"[6543172, 12081692, 12081698, 12918707, 18319649]",6543161,"[6543176, 12081695, 12081701, 12920081, 12081641]"
9,6547051,16120026,"[10474936, 6547075, 12918707, 16763565, 12109144]",6547057,"[6547072, 6547079, 12919645, 6545636, 6547064]"
10,6631474,12918707,"[4811432, 6631483, 6631490, 6631497]",6631480,"[6631472, 6631487, 6631494, 6631501]"
11,6817190,5198939,"[20380552, 7123307, 6817194, 6817207, 6817236, 6817243, 12918707]",6806693,"[6817233, 7123322, 6817198, 6817212, 6817240, 6817247, 6817219]"
12,6869884,12918707,"[6869886, 4259945, 10725026]",6869883,"[6869890, 6869897, 6869904]"
13,6869940,12918707,"[6869949, 10724992]",6869937,"[6869953, 6869946]"
14,6869989,12918707,"[6869991, 6869998, 6870012, 10724997]",6869988,"[6869995, 6870002, 6870016, 6870009]"
15,6870020,12918707,"[6870022, 6870029, 6870036, 6870043]",6870019,"[6870026, 6870033, 6870040, 6870047]"
16,6870063,12918707,"[6870065, 6870072, 10725026]",6870062,"[6870069, 6870076, 6870083]"
17,6904111,15693698,"[4728865, 6904120, 6904127, 12918707, 19220686, 4728120]",6904117,"[6904110, 6904124, 6904131, 12919263, 24131885, 25377393]"
18,7123145,16296763,"[12918707, 7123154]",7123151,"[7123139, 7123158]"
19,7123214,12048715,"[7123223, 7123230, 7123237, 7123251, 15094230, 14085813, 14087339, 12078216, 12918707, 14085813]",7123220,"[7123227, 7123234, 7123241, 7123255, 7123248, 7123262, 12078199, 12078219, 7123205, 13547314]"
20,7123283,16763565,"[12918707, 7123286, 7123293, 7123300, 12039793, 12039793, 14087339, 12039793]",4730392,"[7123280, 7123290, 7123297, 7123304, 19497663, 13547011, 19709518, 13547432]"
