,Name,Skid,Cable_Length,Soma_Node_id,Postsynaptic Sites,Presynaptic Sites,Percent Reviewed
0,A07c?_a1l (NICE post MDN pre A27l),20395646,271.80701019964926,18196756,66,37,95
