,connector_id,presynaptic_to,postsynaptic_to,presynaptic_to_node,postsynaptic_to_node
0,4545107,4543281,"[4535767, 16649460, 10348451, 10222904, 15157896, 10348451, 4847405]",4545113,"[4545106, 19003066, 19003067, 10677458, 7652999, 7652992, 5630979]"
1,8031169,20575657,"[4729046, 4729046, 20697812, 20697817, 10222904]",8031175,"[8031158, 8029756, 62103394, 62103395, 10677345]"
2,10213791,10398171,"[10213793, 10222904]",10207195,"[10213796, 10213802]"
3,10213859,10398171,"[10222904, 10213861, 10213867, 14594844]",10207182,"[10676512, 10213864, 10213870, 10213876]"
4,10213944,10398171,"[10213958, 10222904, 10213980, 10213980]",10207559,"[10213961, 10213949, 10213955, 10213983]"
5,10222929,10223572,"[10222937, 16742569, 10222904]",10221505,"[10222940, 19447766, 10677354]"
6,10222963,10223572,"[14469460, 10222904, 10649843]",10221506,"[14469463, 10222968, 10222974]"
7,12969810,15892037,"[12969819, 12969825, 5297998, 4728233, 14194234, 14194234, 10222904, 12946254]",12580873,"[12969822, 12969828, 12969834, 9522920, 19614006, 19614009, 12969815, 12969809]"
8,13244370,11064709,"[13244372, 13244378, 13244384, 13244390, 13244396, 13244402, 13244408, 12825342, 10222904]",13244307,"[13244375, 13244381, 13244387, 13244393, 13244399, 13244405, 13244411, 13244417, 10676578]"
9,13245115,11064709,"[10222904, 13245118, 13245124, 13245130, 13245136]",13245112,"[10677151, 13245121, 13245127, 13245133, 13245139]"
10,13265818,11253446,"[10222904, 13265821, 13265827]",13265643,"[10677506, 13265824, 13265830]"
11,13265833,11253446,"[13265836, 10222904, 13265843, 13265849, 2063482]",13265641,"[13265839, 10677508, 13265846, 13265852, 12958086]"
12,15504234,16512638,"[15504239, 15504244, 15504249, 10222904]",15504096,"[15504233, 15504235, 15504236, 19535835]"
13,16425474,16067382,"[14087107, 14044614, 10222904, 19167657, 16805311, 20901068]",16425481,"[16425475, 16424377, 16425480, 16425479, 19615958, 19589589]"
14,16459287,8263821,"[15719971, 10222904, 8246061]",15274747,"[16459288, 10676471, 16459289]"
15,17484093,15892037,"[16074519, 10222904, 16097194, 4037028]",17470320,"[17484094, 17484097, 17484096, 17484098]"
16,17543724,15892037,"[16097194, 10222904, 18439593, 15290305]",17470351,"[17543729, 17543728, 23021294, 24842026]"
17,17943003,8780419,"[16230364, 10222904]",17731039,"[17943004, 17942997]"
18,17943049,16253107,"[10222904, 12969819, 12969825, 16405076]",13640939,"[17942967, 17943078, 17943674, 21562478]"
19,17978925,4787491,"[16243506, 16243511, 10222904]",17978930,"[17978926, 17978928, 17978922]"
20,17978955,4787491,"[5297998, 10222904]",18062665,"[17978956, 17978949]"
21,18551315,10222904,"[16771153, 16771158, 16771163, 16136867]",17434960,"[19536394, 19536395, 19536396, 18551313]"
22,18650041,7855488,"[16512703, 16512708, 16512713, 16512718, 10222904, 19882463, 19882468]",18650040,"[18650042, 18650043, 18650044, 18650045, 17434847, 24991528, 24991529]"
23,19445810,10398171,"[10213958, 10214006, 19167657, 10222904, 10214014, 14474635, 10222904]",10207567,"[10214003, 10214009, 10214023, 10214029, 10214017, 14474638, 10676480]"
24,19535826,10222904,"[16770602, 16770607, 16770612, 16770617, 16770622]",19535824,"[19535827, 19535828, 19535829, 19535830, 19535831]"
25,19535836,10222904,"[16770629, 16770634, 16770639, 16770644]",17434786,"[19535837, 19535838, 19535839, 19535840]"
26,19535844,10222904,"[16770651, 16770656, 16770661]",17434763,"[19535845, 19535846, 19535847]"
27,19535848,10222904,"[16770667, 16770672, 16770677, 16770682, 16770687]",17434802,"[19535849, 19535850, 19535851, 19535852, 19535853]"
28,19536273,10222904,"[16770930, 16770935, 16770940, 16770945, 3718455]",19536272,"[19536274, 19536275, 19536276, 19536277, 11674792]"
29,19536278,10222904,"[3718455, 16770956, 20248367]",19536272,"[19536279, 19536280, 19536281]"
30,19536288,10222904,"[16770976, 16770981, 16770991, 16770996, 16771001, 16771006]",17434922,"[19536289, 19536290, 19536292, 19536293, 19536294, 19536295]"
31,19536321,10222904,"[16771039, 16771044]",17435191,"[19536324, 19536326]"
32,19536345,10222904,"[16771050, 16771055, 16771060]",17435217,"[19536346, 19536347, 19536350]"
33,19536351,10222904,"[16771066, 16771071, 16771076]",17435217,"[19536352, 19536354, 19536357]"
34,19536383,16771105,"[10222904, 16771110, 16771115]",19536384,"[19536378, 19536385, 19536386]"
35,19536401,10222904,"[16771170, 16771175, 16771181, 16771186]",17434929,"[19536403, 19536404, 19536407, 19536408]"
36,19573457,19778073,"[14045016, 10222904, 16789153]",12973553,"[19573456, 10677469, 19573458]"
37,19573602,16067382,"[14045016, 16789176, 15363532, 10222904]",16246109,"[19572553, 19573603, 20817819, 10676463]"
38,19849752,10222904,"[16866964, 16866969, 16866974, 16866979, 20901068]",10677332,"[19849753, 19849754, 19849756, 19849757, 19849750]"
39,20667177,10222904,"[17057329, 17057334, 17057339]",17435027,"[20667178, 20667179, 20667180]"
40,20972416,10499711,"[10463347, 10463353, 10463367, 17202992, 10222904, 10222904, 15160027, 7856416]",10463344,"[10463350, 10463356, 10463370, 20972418, 20972419, 20972420, 20972417, 10463362]"
41,20985824,10499711,"[17207138, 17207143, 14045489, 10222904, 17207150, 17207155, 17207160]",15275234,"[20985825, 20985826, 16887269, 10676552, 20985827, 20985828, 20985829]"
