,connector_id,presynaptic_to,postsynaptic_to,presynaptic_to_node,postsynaptic_to_node
0,604871,12402537,"[604875, 604886, 604895, 4091767]",604866,"[604879, 604890, 604899, 604846]"
1,1670811,12402537,"[1670833, 1670840, 16274373, 16849420, 16855360, 16855365, 16274373, 1920096]",1670866,"[1670837, 1670844, 1670795, 1670851, 19817425, 19817426, 1670932, 17785622]"
2,1671657,12402537,"[1671671, 16274373, 19075490]",1921149,"[1671675, 1671331, 1671682]"
3,1710476,12402537,"[1710493, 1710500, 1771828, 1771820, 16509909, 16849420]",1710482,"[1710497, 1710505, 1710518, 1771783, 1771915, 1710462]"
4,1711260,12402537,"[1711269, 1711276, 1711283, 1711290, 1711297, 16849420]",1711266,"[1711273, 1711280, 1711287, 1711294, 1711301, 1711258]"
5,1768829,1928766,"[1768838, 1768845, 12402537, 14046271]",1928770,"[1768842, 1768849, 1768818, 1968516]"
6,1768854,1918695,[12402537],1918704,[1768788]
7,1768857,1918695,[12402537],1918699,[1768856]
8,1769199,12402537,[4675553],1769198,[1780658]
9,1769201,12402537,[1780662],1769198,[1780666]
10,1769203,12402537,[3722787],1769198,[1780674]
11,1769205,12402537,[1780678],1769198,[1780682]
12,1780636,12402537,"[1780645, 1953499, 4675553]",1769128,"[1780649, 1953503, 1782333]"
13,1790855,12402537,"[1955221, 1955221, 1771668, 1771691, 1771641, 18890622, 1934401, 1934459, 16274373, 20380552]",1769002,"[1790925, 1791020, 1771672, 1790935, 1790950, 1790958, 1934405, 1934463, 1671495, 1934398]"
14,1794726,12402537,[1396026],1769054,[1794725]
15,1797645,12402537,"[1778027, 1778035, 1778043, 1778051, 1797659, 1778011, 1797673, 1797689, 1797701, 2097535]",1769025,"[1778031, 1778039, 1778047, 1778055, 1797663, 1778098, 1797677, 1797694, 1797705, 1778171]"
16,1918554,12402537,"[1101444, 2755720]",1730064,"[1945098, 1918548]"
17,1918585,12402537,"[1918579, 1396026, 1918132]",1768733,"[1918583, 1954140, 6187134]"
18,1918729,1366186,[12402537],1918735,[1918727]
19,1918744,1918695,[12402537],1918750,[1918742]
20,1918770,1918793,"[1918772, 1918779, 1918786, 12402537]",1918797,"[1918776, 1918783, 1918790, 1918769]"
21,1918816,12402537,"[18890622, 1947813, 14092573]",1918801,"[1918813, 1947817, 1947827]"
22,1918825,12402537,[14092573],1918805,[1918823]
23,1918875,12402537,[1918869],1918837,[1918873]
