,connector_id,presynaptic_to,postsynaptic_to,presynaptic_to_node,postsynaptic_to_node
0,2681565,15233041,"[19911493, 16257962, 16257962, 2681573, 2686326]",2681364,"[25021275, 2681585, 24119313, 2681578, 2686330]"
1,4384955,4386719,"[16257962, 4382895, 16257962, 4981665]",4384966,"[4384973, 4384875, 4384991, 4384984]"
2,4386577,4386719,"[4382895, 12944478, 4386595, 4386610, 4386617, 10508212, 4121534, 16257962, 16257962, 17570043, 17570048, 15614553, 13485816]",4386585,"[4386567, 4386628, 4386599, 4386614, 4386621, 6818683, 12928209, 4386592, 4386606, 21723282, 21723288, 17337101, 13485819]"
3,4789782,4787491,"[16257962, 4789716, 4789762, 5297998]",4789781,"[4789788, 4789802, 4789795, 4789810]"
4,4853909,16257962,"[4397287, 4123145, 3180525]",4853916,"[4853893, 6423149, 2681755]"
5,6853273,16257962,"[6853275, 6853282, 6853296, 10225848]",6853269,"[6853279, 6853286, 6853300, 6853293]"
6,6853339,16257962,"[12944478, 19209390, 19209385, 6853341, 6853355, 16801765, 16801770, 13874875]",6853335,"[6853352, 24119015, 24119014, 6853345, 6853359, 19602692, 19602693, 19602688]"
7,6853369,16257962,"[14045854, 19209380, 19209375, 13884511, 4981665]",6853368,"[24119011, 24119013, 24119012, 6853382, 6853375]"
8,6853387,16257962,"[12944478, 19209358, 19209353, 19209348, 19209343, 19209338, 6853389, 6853403, 6853410]",6853386,"[6853400, 24119009, 24119008, 24119007, 24119006, 24119005, 6853393, 6853407, 6853414]"
9,6853421,16257962,"[12944478, 4382895, 6853437]",6853420,"[6853427, 6853434, 6853441]"
10,6853471,12874044,"[6853480, 16257962]",6853477,"[6853484, 6853470]"
11,6853498,6195521,"[12874044, 7683669, 16257962]",6195896,"[12136320, 6828490, 6853497]"
12,6853533,7769034,"[6853542, 4848300, 16257962]",6853539,"[6853546, 6853553, 6853510]"
13,6853611,16257962,"[19259286, 19209548, 10678017, 6853689, 15617746, 15617751, 15617360, 14044614, 14858626]",6853609,"[6853618, 24119320, 15928795, 6853628, 15928807, 15928808, 15928809, 19580801, 14859384]"
14,6853686,16257962,"[14829351, 6853689, 6853708]",6853600,"[6853701, 6853693, 6853712]"
15,6861176,15552753,"[12944478, 16257962, 16264802, 13057994]",6861175,"[6861182, 22330823, 6861196, 6861189]"
16,6973762,10855206,"[12944478, 16257962, 4543281, 4543281, 12944478, 12944478, 6970942, 4220548, 13122056, 14047945]",6973768,"[24370526, 6973811, 6973804, 6973790, 15809599, 6973783, 6973760, 6973797, 7388981, 18396207]"
17,7836066,5357465,"[7836082, 4729046, 13433889, 4488976, 16257962, 17583627, 17583632]",7836065,"[7836086, 7836079, 13433892, 10641393, 7836072, 21747607, 21747610]"
18,8026391,11208232,"[8196192, 4729046, 16257962, 14913093, 11509166, 12258850, 12258856, 4728233, 8196192, 8235049, 15618833, 15618826, 16257962]",8026397,"[8026411, 8026390, 8026404, 8026418, 12258823, 12258853, 12258859, 12258871, 12258877, 12258883, 15934032, 15934026, 15934009]"
19,8027556,16257962,"[16792503, 5085455, 4729046, 8027572, 8027578, 15617551]",8027562,"[17336713, 18983662, 8027555, 8027576, 8027582, 8027569]"
20,8235047,8235049,"[18506615, 8235056, 8235098, 8196192, 4729046, 14913093, 16257962]",8235053,"[12974819, 8235060, 8235102, 8235095, 8235067, 8235046, 15931833]"
21,8341982,4386719,"[16257962, 4543281, 8341992, 17568670, 4538613]",5477233,"[8341989, 8341977, 8341996, 21719215, 21719214]"
22,8676260,8371225,"[8676262, 8676275, 5297998, 16257962]",8676259,"[8676266, 8676279, 8676273, 13282280]"
23,8676812,8371225,"[10858401, 14829351, 8676815, 8676825, 8676833, 8676849, 8676856, 15571023, 13057994, 1182579, 16257962, 16257962, 5297998]",5391476,"[8676869, 22330688, 8676819, 8676829, 8676837, 8676853, 8676860, 3575580, 13282175, 17024243, 13282221, 13282195, 8676844]"
24,8776024,12825902,"[14045489, 5297998, 8776033, 8776047, 8776054, 16257962, 17387807]",8776030,"[23891837, 8776023, 8776037, 8776051, 8776058, 8776044, 21411427]"
25,8776175,5297998,"[16257962, 10678017, 8776177, 8776184, 8776190]",8776174,"[24119883, 8776202, 8776181, 8776188, 8776194]"
