,connector_id,presynaptic_to,postsynaptic_to,presynaptic_to_node,postsynaptic_to_node
0,4152064,12825902,"[4144088, 4152079, 8029820]",4152072,"[4152019, 4152083, 11951000]"
1,4152488,20575657,"[12825902, 4144088, 4152498, 4152505, 17580364, 17580374, 17580379, 17580385, 17580391]",4152494,"[21740203, 4152478, 4152502, 4152509, 21740202, 21740204, 21740205, 21740213, 21740215]"
2,6526895,12825795,"[12825902, 12825902, 12826287, 12826287, 12825849, 18464125, 6526907, 6526914, 6526952]",6526901,"[21412116, 6526939, 6526925, 6526949, 6526932, 6526890, 6526911, 6526918, 6526956]"
3,6541931,16926333,"[12825902, 6541933, 10474936]",6541930,"[6541944, 6541937, 6541953]"
4,6544687,13157960,"[12825902, 4728865, 6544697, 6544711, 6544718, 6544725]",6544694,"[6544708, 6544685, 6544701, 6544715, 6544722, 6544729]"
5,7108355,12825902,"[5078760, 7108364, 5356438, 7108378, 17578949, 17578954, 17578959, 17578964, 17578969, 17578974, 17578979]",7108361,"[7108354, 7108368, 7108375, 7108382, 21737812, 21737813, 21737814, 21737815, 21737822, 21737823, 21737824]"
6,7740933,12825902,"[7740950, 7683669, 14194703, 17578998, 17579003, 14194703]",7740932,"[7740954, 7740939, 7740946, 21737838, 21737839, 18358067]"
7,8027414,12825902,"[5297998, 4729046, 17578937, 4488976, 17578943]",8027420,"[8027433, 8027413, 21737807, 19794779, 21737808]"
8,8029817,8029820,"[12825902, 4729046, 8029828, 8029835, 8029843, 14044614, 17578777, 17578783, 5357465]",8029824,"[21737711, 8029816, 8029833, 8029839, 8029848, 8748844, 21737712, 21737713, 21737714]"
9,8031100,8029820,"[12825902, 4729046, 8031109, 8031116, 17578753]",8031106,"[21411591, 8031099, 8031113, 8031120, 21737706]"
10,8776024,12825902,"[14045489, 5297998, 8776033, 8776047, 8776054, 16257962, 17387807]",8776030,"[23891837, 8776023, 8776037, 8776051, 8776058, 8776044, 21411427]"
11,8777923,5297998,"[10678017, 14194703, 12825902, 8777926, 8777933, 14044614, 14194703]",8777884,"[23684376, 8777951, 8777960, 8777930, 8777937, 8777943, 18357796]"
12,9521912,9938023,"[12825902, 16763565, 9521921, 9521929, 9521936, 11947641, 11947652, 13528724, 11947671, 12142221]",9521918,"[11947635, 9521910, 9521925, 9521933, 9521940, 11947644, 11947655, 11947667, 11947674, 11947661]"
13,9601309,12825902,"[19127578, 5085455, 9601318, 14194703, 10678017, 17387492, 17387497]",9601315,"[21411018, 9601308, 9601322, 18370368, 21411017, 21411021, 21411022]"
14,9601329,12825902,"[5085455, 9601338]",9601335,"[9601328, 9601342]"
15,9601457,12825902,"[5085455, 9601466, 14194703]",9601463,"[9601456, 9601470, 18357657]"
16,10135898,10133525,"[12825902, 10135906, 16080472]",10134599,"[10135903, 10135909, 17497850]"
17,11947586,9938023,"[18319649, 19598341, 12825902, 11947595, 11947601, 11947611]",11947453,"[11947592, 11947620, 21740031, 11947598, 11947604, 11947614]"
18,11948167,9938023,"[12825902, 11948176, 11948182]",11948166,"[11948173, 11948179, 11948185]"
19,11950479,12825902,"[20575657, 5297998, 5297998, 11950482, 4144088, 11950489, 5085455, 17579010, 17579020]",4152072,"[11950478, 23074063, 21737841, 11950485, 4152168, 11950492, 9601357, 21737840, 21737842]"
20,11972324,4728890,"[12825902, 11972326, 11972338, 11972344, 11972350, 10053304, 13528724]",6545331,"[11972335, 11972329, 11972341, 11972347, 11972353, 10257858, 13529176]"
21,12050311,16120026,"[12825902, 12050319, 12050331, 12050337, 12050349, 10908551, 16123840, 8026224]",12050316,"[12050328, 12050322, 12050334, 12050340, 12050352, 12050346, 12050310, 12107182]"
22,12118530,18319649,"[12825902, 12118539, 9938023, 17578705]",12118548,"[12118535, 12118542, 11948273, 21737684]"
23,12629881,18374552,"[12825902, 12629889, 12629901, 15739473]",7681485,"[12629898, 12629892, 12629904, 12629886]"
24,12825780,11072929,"[12825902, 12826287, 12825789, 12825795, 12825807]",12825608,"[12825786, 12825804, 12825792, 12825798, 12825810]"
25,12825882,11072929,"[12826060, 12825902, 12825890, 12825890, 12825902, 12825908, 12825914]",12825618,"[12825923, 12825887, 12825899, 12825893, 12825905, 12825911, 12825917]"
26,12948117,20575657,"[19139562, 19112282, 19112277, 19112272, 19112267, 14045854, 12825902, 4729046, 12948125, 12948131, 17387764, 17387769, 17387774, 17387779]",12948122,"[24009621, 23955312, 23955311, 23955310, 23955309, 23955308, 21411366, 12948116, 12948128, 12948134, 21411367, 21411368, 21411369, 21411370]"
27,12948210,8029820,"[12825902, 4729046, 12948221, 12948234, 12948242, 17387743, 17387748, 17387753, 17387758, 13032283]",11951061,"[21411346, 12948206, 12948224, 12948237, 12948245, 21411348, 21411349, 21411350, 21411351, 19858225]"
28,12948331,12825902,"[4729046, 12948347, 14048538, 14194234]",12948337,"[12948273, 12948350, 12948343, 14049353]"
29,12953943,12825902,"[20575657, 5297998, 5297998, 12953952, 12953958, 17387720, 17387725, 17387730]",12953948,"[12953941, 23076054, 21411306, 12953955, 12953961, 21411308, 21411309, 21411311]"
30,12984701,12825902,"[12984703, 12984709, 12984715, 14194703, 17579123, 17579128, 17579133, 17579138]",12984700,"[12984706, 12984712, 12984718, 12984724, 21737884, 21737885, 21737886, 21737887]"
31,12984899,12825902,"[14048538, 14194703, 12984902, 14194234, 15618002]",12984894,"[12984912, 12984918, 12984905, 14049359, 17755193]"
32,12984952,12825902,"[14048538, 12984954, 12984961, 12984971, 16792026]",12984928,"[18358039, 12984957, 12984964, 12984974, 19579734]"
33,12985314,12825902,"[14046720, 12826287, 12985316, 12985328, 12985334, 16847054]",12985310,"[21412581, 12985325, 12985319, 12985331, 12985337, 17617468]"
34,12986623,12825902,"[12986626, 8029820, 14194703, 17387502]",12986621,"[12986629, 12986614, 12986639, 21411027]"
35,13158013,16120026,"[12825902, 8182170, 13158021, 13158027, 4728865, 15624365]",13158018,"[15959673, 13158003, 13158024, 13158030, 6544763, 15959674]"
36,13190350,4728233,"[12809897, 12825902]",9523088,"[13190346, 13190356]"
37,13252908,10053304,"[12825902, 13252916, 16082357]",10257913,"[20548085, 13252919, 17500822]"
38,13566768,12825902,"[19127578, 7683669, 13566776, 13566782, 13566788, 13566796, 4488976, 14194703, 17387464, 17387469, 17387474]",13566773,"[23980229, 13566761, 13566779, 13566785, 13566791, 13566799, 19794796, 18370431, 21411006, 21411007, 21411008]"
39,15929933,12825902,"[15618185, 15618190, 15618194, 16257962, 14194703]",12973181,"[15929934, 15929935, 15929936, 15929920, 18358092]"
40,15929979,12825902,"[16257962, 17387597, 17387602, 15618218]",12975742,"[15929972, 21411220, 21411221, 17448474]"
41,15959550,15624120,"[12825902, 4728865, 15624125, 15624130]",15959551,"[20548674, 15959549, 15959552, 15959553]"
42,16890204,5297998,"[12825902, 14194703, 17579117]",8775980,"[21737880, 16890203, 21737881]"
43,17397733,12825902,"[14046720, 12826287, 4070415, 17388614]",17397740,"[17397736, 17397729, 6468794, 21412582]"
44,17497757,10133525,"[12825902, 16080323]",10134620,"[17497760, 17497759]"
45,17502237,4392101,"[12826731, 12825902, 16083688, 16083703, 14194234]",12968952,"[17502241, 17502243, 17502240, 17502246, 19606423]"
46,17617679,12825902,"[16120423, 16847054]",17617681,"[17617680, 17617665]"
47,17630803,12142221,"[12825902, 16123032, 16123037, 16123047]",17630800,"[17630806, 17630804, 17630805, 17630807]"
48,17670067,12825902,"[16136791, 17388619, 17388624, 18189977]",17670069,"[17670068, 21412583, 21412584, 16611596]"
49,18331658,12825902,"[19111930, 14087107, 14046720, 17579190, 17579195]",18331660,"[18331649, 18331659, 16851894, 21737899, 21737900]"
50,18358081,12825902,"[14194703, 16400852, 16400857, 17579026, 17579031, 17579036]",18358084,"[18358080, 18358082, 18358083, 21737844, 21737845, 21737846]"
51,18358108,12825902,"[5085455, 14194703, 16400911, 16400916]",12973164,"[23953887, 14194766, 18358109, 18358110]"
52,18372432,12825902,"[14048876, 16407753, 16407758, 17387533, 17579062, 17579067, 17579072]",7740981,"[18372429, 18372433, 18372434, 21411055, 21737859, 21737860, 21737861]"
53,18372692,12825902,"[14048538, 16407857, 17579151, 17579156, 17579161, 17579166]",12984691,"[14048660, 18372693, 21737891, 21737892, 21737893, 21737894]"
54,18429711,12825795,"[12825902, 12826287, 16432721, 16432726]",17930658,"[21412097, 18429710, 18429712, 18429713]"
55,18957551,12825902,"[19110986, 8029820, 16628206, 17387452, 17580345]",18957550,"[21410980, 12986691, 18957552, 21410981, 21740167]"
56,19579780,15618218,"[12825902, 14194703, 16792081]",17448491,"[21411421, 18358096, 19579781]"
57,20548144,17003197,"[12825902, 17003202, 17003207, 17003212]",20548145,"[20548143, 20548146, 20548147, 20548148]"
58,20548275,18319649,"[12825902, 17003326, 17003331, 17003336]",17772667,"[20548267, 20548278, 20548279, 20548280]"
59,20548336,16210546,"[12825902, 5904833, 17003376, 17003380]",11951956,"[20548313, 20548337, 20548339, 20548340]"
60,20548428,17003399,"[12825902, 17003404, 17003409, 17003414, 17003418]",20548429,"[20548425, 20548430, 20548431, 20548433, 20548434]"
61,20548464,17003430,"[12825902, 10647223, 17003436, 17003441]",20548465,"[20548447, 19530602, 20548468, 20548470]"
62,20548517,17003461,"[12825902, 17003466]",20548518,"[20548511, 20548519]"
63,20548568,11504075,"[12825902, 17003473, 17003478]",20548564,"[20548556, 20548570, 20548571]"
64,20548646,17003497,"[12825902, 17003502]",20548647,"[20548645, 20548648]"
65,20548651,17003511,"[12825902, 17003516, 17003521, 17003526, 17003531]",20548652,"[20548650, 20548653, 20548654, 20548655, 20548656]"
66,21410976,5297998,"[19255572, 12825902, 17387431, 17387441]",8778191,"[21410978, 18957565, 21410977, 21410979]"
