,connector_id,presynaptic_to,postsynaptic_to,presynaptic_to_node,postsynaptic_to_node
0,2851606,17693220,"[19997529, 2851608, 14700997, 18145093, 10053671, 8257688]",2851605,"[13729258, 2851612, 14701000, 13729271, 13729264, 13060165]"
1,2857557,4102844,"[2857559, 2857573, 10004243, 10004243, 4102728, 10855206, 3995976, 18145093, 18145093]",2856846,"[2857563, 2857577, 2857584, 2857570, 2857591, 14652042, 14652035, 14652117, 18082897]"
2,2857744,4102844,"[19806180, 12292579, 17068249, 5084467, 6896580, 2857559, 10004243, 14698027, 12292579, 9558848, 18145093]",2856805,"[2857750, 2857764, 2857757, 6933886, 2857771, 14652155, 2857778, 14698030, 14652137, 14652161, 10499440]"
3,4102937,10855206,"[16226512, 4102728, 4102728, 18145093, 16713121]",4102943,"[6410814, 24370528, 4102932, 4102950, 4102957]"
4,4767953,10642320,"[18145093, 10649843, 16837419, 19127217, 19127212, 4488976, 16845981, 10649843]",4767959,"[23980915, 24177498, 4767978, 23983776, 23983775, 4767967, 4767951, 3972400]"
5,5583424,4113612,"[10855206, 12292579, 12292579, 16226512, 16226512, 6896580, 12834795, 18145093]",5583432,"[13125348, 19643848, 5583442, 5583458, 5583404, 5583467, 13011714, 4102950]"
6,6410433,4113612,"[16232840, 10015769, 18145093]",6410431,"[6410458, 6410446, 6410439]"
7,6817287,13124815,"[4123487, 18145093, 13122056, 9544992, 8196192]",6817293,"[6817300, 6817307, 6817270, 12280842, 12280761]"
8,6824340,4123487,"[20152577, 4113595, 18145093]",6824338,"[6824346, 6824360, 6824353]"
9,7721189,6415260,"[7721206, 18145093, 6896580]",7721187,"[7721210, 7721202, 9937940]"
10,7765154,4123487,"[20152577, 18145093, 19762770, 19762765, 19762690, 4113595, 5297622, 7765167, 6970942]",6824321,"[7765162, 24837962, 24837964, 24837963, 24837925, 23804297, 7765139, 7765171, 19047560]"
11,8776230,18145093,"[14047760, 14044614]",8776069,"[8776243, 8776236]"
12,8908510,18145093,"[5356438, 14048538]",8908516,"[8908509, 8908523]"
13,9517281,14866379,"[14048287, 19078717, 14194234, 18145093]",9517280,"[24061208, 9517295, 19591493, 9517287]"
14,9517870,9517873,"[4789092, 9517881, 9517888, 9517896, 9517909, 9517916, 14866379, 18145093]",9517877,"[23105928, 9517885, 9517892, 9517900, 9517913, 9517920, 9517869, 9517906]"
15,9519496,4102844,"[18145093, 9519499]",2855328,"[9519495, 9519503]"
16,9544352,14826752,"[18145093, 4113533, 4113533, 1942566]",9544358,"[9544372, 9544365, 9544350, 10780061]"
17,9544870,4113612,"[14858626, 4113595, 11914894, 4881629, 16690920, 18145093, 6970942, 16232840, 4101976, 15504376]",6410426,"[17441794, 9544883, 9999427, 9544897, 12714402, 19644082, 9544890, 12714379, 4381843, 17441789]"
18,9548095,14826752,"[4113533, 20055340, 4881629, 4123145, 12834795, 18145093]",9548061,"[9548101, 22440744, 9548114, 9548128, 9548122, 9548108]"
19,9552264,14826752,"[18145093, 19128350, 1942566, 4123145, 4725907]",9552263,"[15494356, 9552277, 9552283, 9552270, 9552290]"
20,9552627,14826752,"[4113533, 19999978, 10855206, 18145093]",9548034,"[9552634, 9552648, 9552655, 9552641]"
21,9555345,4113612,"[20003629, 5084467, 12948830, 12948830, 16226512, 9938023, 18145093, 4725907, 10004243]",9555342,"[9555362, 9555351, 19643849, 9555369, 5583828, 11951223, 19643850, 15469096, 12906733]"
22,9940159,14826752,"[6896580, 16271906, 18145093]",9940164,"[9940158, 9940170, 9940176]"
23,9979087,4113612,"[18145093, 4113533, 20003662, 10004243, 6896580, 4881629, 10015769, 5084467, 4102728]",9978801,"[9979098, 9544351, 9979111, 9979123, 9979129, 9979104, 9979135, 9979092, 4102861]"
24,10095013,16233306,"[18145093, 14046279]",10095029,"[10095018, 10095012]"
25,10499776,14826752,"[20055340, 4123145, 18145093]",10499793,"[10499781, 10499787, 10499775]"
26,10499799,14826752,"[4123145, 19999978, 4390340, 18145093]",10499816,"[23768101, 10499804, 10499810, 10499798]"
27,11377483,4123487,"[18145093, 19999982, 19806180, 19762851, 19762838, 10053734, 11377509]",6824444,"[11377494, 11377500, 11377488, 24837984, 24837981, 11377506, 11377512]"
28,11378465,4102844,"[14858626, 19997595, 11914894, 11914894, 18145093]",6409982,"[11378482, 11378488, 14653375, 11378476, 11378470]"
29,11378565,4102844,"[20152577, 4881629, 11378579, 4881629, 16232840, 18145093]",6409984,"[11378576, 9544897, 11378582, 4886524, 12714379, 14653334]"
30,11378742,13124815,"[19895774, 7745569, 4102844, 18145093, 8196192, 16372772]",10227608,"[18298136, 11378760, 11378741, 11378753, 11378747, 18298135]"
31,11466662,10004243,"[20037893, 14826752, 19952992, 19892384, 19892367, 16181494, 11466670, 11466682, 16271906, 18145093, 14913093]",10238376,"[11466704, 23808869, 11466710, 11466667, 11466679, 11466697, 11466673, 11466685, 11466691, 11466716, 11466661]"
32,11466807,12140587,"[11466821, 11466827, 18145093, 14913093]",11466812,"[11466824, 11466830, 11466818, 11466806]"
33,12280939,13124815,"[19997700, 8196192, 12280943, 10498273, 10053671, 15504376, 16372783, 18145093]",10499831,"[10258931, 12280936, 12280946, 10498276, 10261307, 10016944, 18298154, 12280952]"
34,12844642,10855206,"[18145093, 18145093, 4102728, 12844658, 18145093]",12844647,"[24370444, 24370443, 12844301, 12844661, 12844655]"
35,12848210,10855206,"[4102728, 16713121, 18145093]",12848215,"[12844298, 12848228, 12848221]"
