,treenode_id,parent_id,creator_id,x,y,z,radius,confidence,type
0,12867269,18649951,27,35701,73881,123050,-1,5,slab
1,13296754,18654857,12,49333,66927,123900,-1,5,slab
2,13297145,18654847,12,50046,66667,123300,-1,5,slab
3,20875021,16810914,12,37589,73321,123800,-1,5,slab
4,20875024,2800100,12,37194,73492,123950,-1,5,slab
5,1889945,23539462,7,36088,70429,119300,-1,3,slab
6,2803378,2803375,15,49631,70110,111100,10,5,slab
7,2803375,2803373,15,49738,69847,111150,10,5,slab
8,2803035,2803028,15,43456,64721,118050,10,5,slab
9,2799052,2799053,15,54233,74272,120700,10,5,slab
10,2799056,2799057,15,54013,73281,120500,10,5,slab
11,2799068,2799069,15,52238,70921,120100,10,5,slab
12,2799071,2799072,15,51873,70651,119950,10,5,slab
13,2802931,2802930,15,35062,70737,118700,10,5,slab
14,2799075,2799076,15,50532,69625,120000,10,5,slab
15,2799076,2799077,15,50118,69158,120000,10,5,slab
16,2799081,2799082,15,49297,68470,119750,10,5,slab
17,2799083,2799084,15,48469,68120,119650,10,5,slab
18,2802911,2802910,15,34577,72335,119700,10,5,slab
19,2803521,2803520,15,47323,69465,107550,10,5,slab
20,2803495,2803494,15,47416,69200,108250,10,5,slab
21,2803393,2803392,15,49320,69794,110350,10,5,slab
22,2803361,2803360,15,49932,69964,111800,10,5,slab
23,2803352,2803351,15,50000,69912,112250,10,5,slab
24,2803337,2803336,15,50228,69695,113000,10,5,slab
25,2802834,2802833,15,34572,72583,120100,10,5,slab
26,2799089,2799339,15,47097,67035,119450,10,5,branch
27,2799777,2799093,15,45987,67736,119500,10,5,slab
28,2799781,2799777,15,45752,67725,119550,10,5,slab
29,2799785,2799784,15,45543,67790,119650,10,5,slab
30,2799811,2799808,15,44593,67774,119950,10,5,slab
31,2799816,2799811,15,44471,67824,120000,10,5,slab
32,2799818,2799816,15,44209,67858,120050,10,5,slab
33,2799849,2799847,15,40477,69920,120200,10,5,slab
34,2799872,2799871,15,38957,71327,120200,10,5,slab
35,2799874,2799873,15,38703,71593,120300,10,5,branch
36,2799880,2799879,15,36920,72673,120350,10,5,slab
37,2799892,2799879,15,37188,72584,120250,10,5,slab
38,2799919,2799920,15,47165,66655,119750,10,5,slab
39,2799924,2799925,15,47245,66481,119850,10,5,slab
40,2799978,2799977,15,49065,65880,121800,10,5,slab
41,2799995,2799994,15,35549,73313,121100,10,5,slab
42,2799996,2799995,15,35552,73359,121150,10,5,slab
43,2800004,2800003,15,35214,73849,121550,10,5,slab
44,2800010,2800009,15,34834,74088,121850,10,5,slab
45,2800011,2800010,15,34583,74191,121850,10,5,branch
46,2800056,2800055,15,34656,74255,122550,10,5,slab
47,2800061,2800060,15,34842,74434,122800,10,5,slab
48,2800067,2800066,15,35100,74339,123100,10,5,slab
49,2800077,2800076,15,35731,73811,123550,10,5,branch
50,2800079,2800078,15,35807,73499,123650,10,5,slab
51,2800090,2800089,15,35294,73427,124100,10,5,slab
52,2800091,2800090,15,35237,73370,124150,10,5,slab
53,2800102,2800101,15,36977,73526,124050,10,5,slab
54,2803300,2803295,15,50840,69296,113650,10,5,slab
55,2798869,2798876,15,54457,79254,122000,10,5,slab
56,2800918,2800917,15,37916,71535,120900,10,5,slab
57,2800915,2800914,15,37851,71637,120750,10,5,branch
58,2800913,2800912,15,37885,71705,120650,10,5,slab
59,2800909,2799877,15,37952,71841,120450,10,5,slab
60,2799902,2799901,15,37422,72745,120000,10,5,slab
61,2799894,2799893,15,37289,72695,120150,10,5,slab
62,2799879,2799878,15,37137,72528,120300,10,5,branch
63,2804361,2804359,15,34847,72156,119100,10,5,slab
64,2806012,2804699,15,47439,68365,108300,10,5,slab
65,2803444,2803443,15,47914,69646,109050,10,5,slab
66,2803563,2803562,15,46812,69114,106450,10,5,slab
67,2803554,2803553,15,46812,69361,106900,10,5,slab
68,2803540,2803539,15,47003,69465,107200,10,5,slab
69,2803512,2803511,15,47393,69399,107850,10,5,slab
70,2800074,2800073,15,35647,74001,123400,10,5,slab
71,2800068,2800067,15,35176,74362,123150,10,5,slab
72,2800062,2800061,15,34880,74404,122850,10,5,slab
73,2800059,2800058,15,34770,74358,122700,10,5,slab
74,2800058,2800057,15,34724,74324,122650,10,5,slab
75,2802976,2802975,15,40242,65052,118150,10,5,slab
76,2802984,2802977,15,40766,64702,118250,10,5,slab
77,2802965,2802964,15,37597,65945,118450,10,5,slab
