,connector_id,presynaptic_to,postsynaptic_to,presynaptic_to_node,postsynaptic_to_node
0,6462498,4113612,"[20149424, 20037893, 20037893, 11465769, 4123145, 14194703, 14194703, 14194703, 14194703, 18430335, 18430335, 18430335, 18430335, 14194703, 16690920, 16690920, 6897042]",6462504,"[6462560, 6462525, 6462517, 6462567, 19643741, 19643750, 6462553, 19643752, 6462546, 19643756, 19643753, 19643754, 19643755, 19643751, 19643742, 6462456, 18643593]"
1,6652000,5044336,"[14045489, 6652003, 6652024, 6652040, 14194703, 14194234]",6651999,"[6652014, 6652007, 6652028, 6652044, 6652021, 14049409]"
2,7740933,12825902,"[7740950, 7683669, 14194703, 17578998, 17579003, 14194703]",7740932,"[7740954, 7740939, 7740946, 21737838, 21737839, 18358067]"
3,7836035,5357465,"[20575657, 7836051, 15618218, 14194703, 17583596, 17583607, 4729046, 17584622, 17584627]",7836034,"[21747586, 7836055, 7836048, 7836041, 21747585, 21747587, 21747588, 21749224, 21749225]"
4,7895769,18619199,"[14194703, 14047760, 7895785, 7895792, 7895799]",7895768,"[7895775, 7895782, 7895789, 7895796, 7895803]"
5,7958924,4123487,"[7958940, 14194703, 5085455]",7958907,"[7958944, 7958937, 7958930]"
6,8027334,20575657,"[4729046, 8027343, 8027350, 8027363, 8027370, 4488976, 4488976, 14194703]",8027340,"[8027333, 8027347, 8027354, 8027367, 8027374, 19794783, 19794788, 18370418]"
7,8030159,2106008,"[4729046, 12012242, 14194703]",8030165,"[8030158, 12012245, 19579610]"
8,8030177,2106008,"[14194703, 4729046, 8030192, 8030206, 8030213, 14048538]",8030183,"[8030190, 8030176, 8030196, 8030210, 8030217, 8030203]"
9,8030280,14826752,"[6896580, 4789092, 4729046, 14194234, 14194703]",8030286,"[8030299, 23160617, 8030279, 8030293, 19579595]"
10,8030304,2106008,"[4729046, 14194703, 14194234]",8030310,"[8030303, 8030317, 8030324]"
11,8030429,16102868,"[11465769, 14194703, 4729046, 8030438, 8030444]",8030435,"[8030456, 8030463, 8030428, 8030442, 8030448]"
12,8030496,16102868,"[4729046, 12011079, 12011085, 12011091, 14194703, 16792073]",8030502,"[8030470, 12011082, 12011088, 12011094, 19579778, 19579779]"
13,8340705,4543281,"[14194234, 8340707, 8340720, 8340728, 8340734, 8340741, 4535767, 14194703]",6863643,"[8340718, 8340711, 8340724, 8340732, 8340738, 8340745, 4543232, 18370801]"
14,8340766,4543281,"[8340775, 14194703]",8340765,"[8340779, 8340772]"
15,8344159,4543184,"[5452198, 14194703]",8344158,"[8344165, 8344172]"
16,8675781,8263821,"[10678017, 10499711, 14194703, 8675797, 14858626]",8675780,"[8675794, 8675807, 8675787, 8675801, 12964693]"
17,8776133,5297998,"[14194234, 8776142, 8776163, 12906466, 14194703]",8776132,"[8776152, 8776146, 8776167, 8776139, 8776160]"
18,8777764,5297998,"[14194703, 8777775, 14087107, 14194234, 14194703]",8777727,"[8777862, 8777779, 8777770, 8777786, 8777876]"
19,8777923,5297998,"[10678017, 14194703, 12825902, 8777926, 8777933, 14044614, 14194703]",8777884,"[23684376, 8777951, 8777960, 8777930, 8777937, 8777943, 18357796]"
20,8778043,5297998,"[14048538, 10678017, 14045854, 14048287, 14194703, 14087107, 14194703, 14044614, 8778080]",8778008,"[25282388, 8778064, 8778090, 23904700, 8778077, 4805684, 8778053, 8778071, 8778084]"
21,8779639,5297998,"[14044614, 14087107, 14194703, 14044614, 14048538]",8778189,"[8779651, 4805652, 8779666, 18135165, 18373105]"
22,9552976,14826752,"[16102868, 16102868, 14194703]",9552975,"[9552996, 9552982, 16889990]"
23,9601309,12825902,"[19127578, 5085455, 9601318, 14194703, 10678017, 17387492, 17387497]",9601315,"[21411018, 9601308, 9601322, 18370368, 21411017, 21411021, 21411022]"
24,9601457,12825902,"[5085455, 9601466, 14194703]",9601463,"[9601456, 9601470, 18357657]"
25,9938060,16102868,"[4123145, 19903728, 10855206, 6896580, 9938074, 9938080, 9938086, 14194703]",9938065,"[23915291, 9938071, 16890019, 9938059, 9938077, 9938083, 9938089, 9938095]"
26,10176562,18418512,"[10678017, 14047945, 14194234, 14194703]",10170325,"[10176567, 10176573, 19613610, 16089443]"
27,10176576,18418512,"[10176578, 10176584, 10176596, 16751580, 14194703]",10170348,"[10176581, 10176587, 10176599, 19486167, 10177784]"
28,10176666,18418512,"[10176668, 14194703, 14194234, 14047945, 14045016]",10170357,"[10176671, 10176677, 10176683, 19709993, 10176619]"
