,connector_id,presynaptic_to,postsynaptic_to,presynaptic_to_node,postsynaptic_to_node
0,3546062,2798040,"[14086309, 19162449, 3546071, 14203725, 14206438]",3546004,"[18805146, 3546068, 3546075, 3546082, 19592223]"
1,3546108,2798040,"[19876268, 14206438, 14203725, 4042315, 4028114, 4717729, 5899328]",3546107,"[24984723, 18753107, 3546114, 4081012, 4470034, 3546128, 3546121]"
2,3546452,2798040,"[19874665, 16712771, 16512969, 5899328, 14206438, 6463937]",3546285,"[24983088, 18753172, 5433389, 3546459, 3546467, 9918084]"
3,4036637,2798040,"[16512969, 5899328, 4717729, 14203725, 7992966, 4042315, 14206438, 6467481]",3546004,"[5433496, 18297959, 4036644, 4036651, 4036665, 4285103, 4036658, 4036631]"
4,4036734,16326658,"[4036743, 16712771, 4042315, 14206438, 6467481]",4036740,"[4036747, 4036754, 12133103, 19591725, 4036732]"
5,4036766,2798040,"[19874658, 19874653, 19874648, 19874643, 19874638, 19139253, 4042315, 6463937, 14206438, 14203725, 16712771, 6467481]",4036772,"[24983087, 24983086, 24983085, 24983084, 24983083, 4036786, 12133120, 9918193, 19589355, 19570390, 4036779, 4036765]"
6,4470001,16512969,"[2798040, 14206438, 5899328, 4028114, 14203725]",4470007,"[3546142, 5433556, 18297942, 4469967, 18357214]"
7,4729485,14242929,"[14206438, 4028114, 4729496, 4729503]",4729492,"[4729516, 4729481, 4729500, 4729507]"
8,4730040,4730042,"[4028114, 4028114, 4730057, 14086309, 14086309, 14206438]",4730046,"[4726806, 4730038, 4730061, 4730053, 4730068, 19591825]"
9,4730097,4730042,"[4028114, 14206438, 14086309]",4730103,"[4730091, 12745119, 12745113]"
10,4730118,4730042,"[14086309, 4028114, 14206438, 10090379]",4730124,"[18656521, 4730116, 12745106, 12745100]"
11,5028803,4728865,"[8026224, 8026224, 14206438, 14047130, 12944478, 14087339, 14085813, 16613897]",5028809,"[18933740, 19761805, 18933741, 17228638, 5028802, 19593905, 18933737, 18933742]"
12,5389976,17435371,"[14086309, 14206438, 8237648, 5389978, 5390007, 14199565]",5389955,"[5390018, 5389990, 5390004, 5389982, 5390011, 5389997]"
13,5396877,7018038,"[4524871, 14206438]",5396883,"[5395338, 5396890]"
