,connector_id,presynaptic_to,postsynaptic_to,presynaptic_to_node,postsynaptic_to_node
0,3297290,12767923,"[3297292, 3297299, 3297306, 3297313, 13874213]",3297289,"[3297296, 3297303, 3297310, 3297317, 16161949]"
1,3297340,12767923,"[3297349, 16200873, 13874213, 18465185]",3297339,"[3297353, 17869478, 16161930, 3297346]"
2,3297410,12767923,"[13885637, 13874213, 4174368, 18465185]",3297409,"[3297416, 3297430, 19106670, 3297423]"
3,4035879,10312570,"[4035888, 4181384, 13874213, 4274364, 20142480, 20142485, 20142490, 20142495, 20142500]",4035885,"[4035892, 4035899, 17789877, 4035868, 25384274, 25384275, 25384276, 25384277, 25384278]"
4,4991084,5297998,"[4220548, 8774905, 8774919, 13874213, 10515199, 13877719]",4991090,"[4991083, 8774909, 8774923, 8774902, 8774916, 14006167]"
5,5087812,4847161,"[5087821, 5087828, 5087835, 5087842, 13874213, 4397287, 20712362, 4936603]",5087818,"[5087825, 5087832, 5087839, 5087846, 17875439, 5087811, 62128020, 18091954]"
6,5087897,4847161,"[5087906, 13874213, 4397287, 10589278, 5088717]",5087903,"[5087910, 17875410, 5087896, 16985114, 5087917]"
7,5281072,12039793,"[5298032, 16264802, 13957123, 16792397, 13874213, 16792408, 12778086, 12944478]",5281080,"[5281036, 12040266, 13957126, 19580353, 13957087, 19580355, 12778273, 12040272]"
8,5376358,15878240,"[4274364, 5376351, 5376361, 5376368, 5376375, 13874213]",17031632,"[5376345, 5376355, 5376365, 5376372, 5376379, 16162780]"
9,5486327,4386719,"[5486336, 4543281, 15504376, 16851931, 13874213]",5486326,"[5486340, 5486333, 19812045, 19812049, 17874451]"
10,5592046,19210090,"[5592064, 5592071, 5592078, 5592094, 13874213, 13874213]",5592042,"[5592068, 5592075, 5592083, 5592098, 5592061, 16162732]"
11,5592135,19210090,"[5592137, 5592151, 5592223, 13874213]",5592119,"[5592141, 5592155, 5592227, 5592148]"
12,5592173,19210090,"[5592178, 5592191, 5592202, 13874213]",5592172,"[5592182, 5592195, 5592206, 15914427]"
