,connector_id,presynaptic_to,postsynaptic_to,presynaptic_to_node,postsynaptic_to_node
0,2660510,17693220,"[2660512, 2660519, 4113612]",2660509,"[2660516, 2660523, 2902490]"
1,2660559,17693220,"[4697901, 4113612, 2902581, 4489632, 14701231, 4113612]",2660558,"[2660565, 2902592, 2902585, 2660572, 14701234, 14701240]"
2,2661009,17693220,"[2661011, 2661018, 2661032, 13845761, 10378590, 14701207, 14701217, 14701223, 13729555, 13729561, 4113612]",2661008,"[2661015, 2661022, 2661036, 13845764, 13845753, 14701210, 14701220, 14701226, 13729558, 13729564, 13729552]"
3,2662854,17693220,"[2662873, 15878074, 4113612]",2662853,"[2662877, 2662867, 2662860]"
4,2902551,17693220,"[2902567, 4113612, 10515199, 4489632, 14702065, 14702071, 14702077, 14702083]",2662675,"[2902571, 2902564, 2902557, 14312792, 14702068, 14702074, 14702080, 14702086]"
5,2902595,17693220,"[2902604, 2902625, 4113612, 4489632, 14701135, 14701141, 14701147, 14701153, 14701159, 14701165, 14701171, 14701183, 14701189]",2662979,"[2902608, 2902629, 2902601, 2902636, 14701138, 14701144, 14701150, 14701156, 14701162, 14701168, 14701174, 14701186, 14701192]"
6,4347272,7686916,"[4347277, 4347284, 4347291, 18046200, 4113612, 4113612]",9999906,"[4347281, 4347288, 4347295, 4347223, 9999901, 4347302]"
7,4396937,4113612,"[4121534, 13094969, 18468751, 4881629, 15504376, 15504376, 4121534]",4396944,"[4396934, 4396952, 4882363, 12925911, 10016321, 10016835, 19549371]"
8,5583424,4113612,"[6896580, 12292579, 16226512, 12834795, 18145093, 16226512, 12292579, 10855206]",5583432,"[5583467, 5583442, 5583458, 13011714, 4102950, 5583404, 19643848, 13125348]"
9,6410021,4102844,"[3995976, 6410030, 4113612, 10004243, 6896580]",6410020,"[6410027, 6410034, 9999506, 6410041, 14653167]"
10,6410349,4113612,"[15504376, 10855206, 4104476, 17435371, 5297622, 20003688, 20003688, 4104476, 4104476]",6410346,"[6410386, 10498337, 19644081, 6410356, 6410370, 6410363, 19644080, 10498331, 6410378]"
11,6410433,4113612,"[16232840, 10015769, 18145093]",6410431,"[6410458, 6410446, 6410439]"
12,6439693,4113612,"[14866379, 19903734, 16690920, 4102728, 12949240, 4122610, 7769034, 19904218, 20149881, 12953345]",6439700,"[6439714, 6439721, 6439680, 12848848, 14826831, 6573348, 19644258, 19644259, 19644260, 18715998]"
13,6462498,4113612,"[14194703, 20037893, 20037893, 20149424, 16690920, 16690920, 6897042, 14194703, 18430335, 18430335, 18430335, 18430335, 14194703, 14194703, 14194703, 4123145, 11465769]",6462504,"[6462546, 6462517, 6462525, 6462560, 19643742, 6462456, 18643593, 19643751, 19643755, 19643754, 19643753, 19643756, 19643752, 19643750, 6462553, 19643741, 6462567]"
14,6850135,12946335,"[4766066, 6850138, 6850145, 14531606, 4113612]",3851445,"[6850131, 6850142, 6850149, 14531609, 14825391]"
15,6852276,10398171,"[6852278, 6852285, 6852293, 4113612, 14473617, 14473623, 20787552]",3804055,"[6852282, 6852289, 6852297, 6852306, 14473620, 14473626, 13268167]"
16,7894154,4113612,"[6415260, 4725907, 10855206, 14826752, 20787539]",7894153,"[9142703, 7894160, 13124832, 9552299, 7894167]"
