,connector_id,presynaptic_to,postsynaptic_to,presynaptic_to_node,postsynaptic_to_node
0,4543247,4543281,"[4535767, 4543263, 14045016]",4543253,"[4543246, 4543267, 19574203]"
1,5486764,4730042,"[7041566, 12778706, 5298032, 14045016]",5486770,"[7041570, 5486784, 5486763, 5486777]"
2,5607287,5355271,"[16080562, 5607289, 14858626, 14045016]",5607286,"[5607300, 5607293, 5607307, 19573911]"
3,5607344,5355271,"[5607353, 5607367, 4101976, 14045016, 16080562, 14858626]",5607343,"[5607357, 5607371, 5607364, 18856118, 5607350, 22588713]"
4,5607473,5355271,"[5607496, 16080562, 14045016, 14858626, 14048876]",5607435,"[5607500, 5607493, 18856092, 5607479, 17751842]"
5,5607581,5355271,"[14048538, 14048876, 16826167, 14045016, 14858626, 14048538]",5607580,"[5607587, 5607608, 11697697, 18856035, 5607594, 5607601]"
6,5607622,5355271,"[14858626, 14048538, 6826486, 20009613, 14045016]",5607620,"[5607635, 5607628, 18855884, 25173568, 19572609]"
7,5608149,5355271,"[5608165, 7987202, 16573634, 19196184, 14048538, 20010616, 14045016]",5607243,"[5608169, 5608155, 5608176, 18853843, 23886565, 25176305, 19572238]"
8,6547575,4730042,"[6547577, 6547584, 6547605, 14045016, 14194234, 19353445]",6547574,"[6547581, 6547588, 6547611, 6547595, 6547602, 24324253]"
9,6547633,4730042,"[6547642, 6547654, 14045016, 19353428, 19353433, 15157896]",6547632,"[6547647, 6547658, 19573473, 24324247, 24324248, 24324249]"
10,6651828,5044336,"[6651831, 6651839, 6651847, 6651854, 6651861, 14045016, 15159127, 5355271]",6651825,"[6651836, 6651843, 6651851, 6651858, 6651866, 6651873, 6651881, 25173419]"
11,6651900,5044336,"[6651925, 10678017, 19196184, 14085813, 14194234, 14858626, 14045016, 14045489]",6651893,"[6651929, 6651914, 6651906, 6651921, 19606572, 15274591, 24105906, 19572639]"
12,6816639,13122056,"[6816656, 14045016, 15157896, 14048876, 16716433]",6816638,"[6816660, 18855796, 15160203, 19260300, 19260301]"
13,6826410,5057361,"[6853355, 14045016, 14048538]",6826347,"[6826428, 18855758, 6826421]"
14,6826453,5057361,"[14045016, 6826486, 14048876, 4101976, 16788817, 14048538]",6826452,"[6826468, 6826490, 6826459, 6826480, 6826508, 18855364]"
15,6827295,5057361,"[6827304, 14048876, 14045016, 18418512]",6827294,"[6827308, 6827301, 17655386, 16089430]"
16,6828813,14946016,"[14048538, 14045016, 14048876, 14858626, 14858626]",6828819,"[6828826, 18856072, 19572619, 6828812, 14945775]"
17,6852546,10398171,"[6852555, 14045016, 6827304, 14474746, 18468751]",6852545,"[6852559, 6852552, 6852566, 14474749, 14474743]"
18,7040860,4730042,"[16789409, 14045016, 4535767, 18425292]",6547520,"[7040866, 7040873, 7040880, 12144635]"
19,7041512,4730042,"[7041528, 14045016, 15157896, 14194234]",6547930,"[7041532, 19572924, 7041518, 19614975]"
